target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
1, 1, -91.958688, 90.000000, 0.973758, 6x, 1, 0.100000
2, 1, -67.975852, 112.500000, 0.965990, 1x, 1, 0.100000
3, 1, -132.264241, 45.000000, 0.928315, 2x, 1, 0.100000
4, 1, 5.744954, 45.000000, 0.261559, 1x, 0, 0.100000
4, 2, 32.761407, 45.000000, 0.642632, 1x, 0, 0.100000
4, 3, 44.916658, 45.000000, 0.969589, 1x, 0, 0.100000
5, 1, -24.139578, 135.000000, 0.501484, 2x, 0, 0.100000
5, 2, -58.204795, 135.000000, 0.581546, 2x, 0, 0.100000
5, 3, -99.276537, 135.000000, 0.233061, 2x, 0, 0.100000
5, 4, -87.261612, 135.000000, 0.265762, 2x, 0, 0.100000
5, 5, -61.177072, 135.000000, 0.566056, 2x, 0, 0.100000
5, 6, -36.112511, 135.000000, 0.795792, 2x, 0, 0.100000
5, 7, -26.106706, 135.000000, 0.514131, 2x, 0, 0.100000
5, 8, -30.178190, 135.000000, 0.626569, 2x, 0, 0.100000
5, 9, -37.285304, 135.000000, 0.875085, 2x, 0, 0.100000
6, 1, -92.115003, 67.500000, 0.503182, 6x, 0, 0.100000
6, 2, -106.121562, 67.500000, 0.810775, 6x, 0, 0.100000
6, 3, -112.093613, 67.500000, 0.933782, 6x, 0, 0.100000
7, 1, -124.137935, 22.500000, 0.458022, 2x, 0, 0.100000
7, 2, -139.169821, 22.500000, 0.509573, 2x, 0, 0.100000
7, 3, -164.248636, 22.500000, 0.875277, 2x, 0, 0.100000
8, 1, 91.299935, 45.000000, 0.252605, 6x, 0, 0.100000
8, 2, 112.282902, 45.000000, 0.128944, 6x, 0, 0.100000
8, 3, 45.144005, 45.000000, 0.973644, 6x, 0, 0.100000
9, 1, -87.965948, 22.500000, 0.126355, 1x, 0, 0.100000
9, 2, -49.871345, 22.500000, 0.127960, 1x, 0, 0.100000
9, 3, -209.092646, 22.500000, 0.251448, 1x, 0, 0.100000
9, 4, -282.089126, 22.500000, 0.202646, 1x, 0, 0.100000
9, 5, -233.955469, 22.500000, 0.125680, 1x, 0, 0.100000
9, 6, -251.047125, 22.500000, 0.070635, 1x, 0, 0.100000
9, 7, -147.982397, 22.500000, 0.828804, 1x, 0, 0.100000
9, 8, -144.982881, 22.500000, 0.650989, 1x, 0, 0.100000
9, 9, -136.921782, 22.500000, 0.496145, 1x, 0, 0.100000
9, 10, -155.982187, 22.500000, 0.958011, 1x, 0, 0.100000
10, 1, -216.225105, 90.000000, 0.221484, 1x, 0, 0.100000
10, 2, -229.379493, 90.000000, 0.279609, 1x, 0, 0.100000
10, 3, -246.299312, 90.000000, 0.527176, 1x, 0, 0.100000
10, 4, -261.225955, 90.000000, 0.886259, 1x, 0, 0.100000
11, 1, 67.132637, 22.500000, 0.260539, 6x, 0, 0.100000
11, 2, 53.151006, 22.500000, 0.408996, 6x, 0, 0.100000
11, 3, -9.909451, 22.500000, 0.437317, 6x, 0, 0.100000
11, 4, -48.951208, 22.500000, 0.128881, 6x, 0, 0.100000
11, 5, 16.073387, 22.500000, 0.835240, 6x, 0, 0.100000
11, 6, 21.132398, 22.500000, 0.926627, 6x, 0, 0.100000
12, 1, -32.049850, 90.000000, 0.186425, 2x, 0, 0.100000
12, 2, -50.047400, 90.000000, 0.282520, 2x, 0, 0.100000
12, 3, -110.219293, 90.000000, 0.502601, 2x, 0, 0.100000
12, 4, -141.181039, 90.000000, 0.236583, 2x, 0, 0.100000
