target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
1, 1, 72.183544, 67.500000, 0.857600, 1x, 1, 0.100000
2, 1, 108.138078, 112.500000, 0.938191, 6x, 1, 0.100000
3, 1, -91.970630, 90.000000, 0.967514, 2x, 1, 0.100000
4, 1, 177.255100, 157.500000, 0.505947, 2x, 0, 0.100000
4, 2, 254.413676, 157.500000, 0.092247, 2x, 0, 0.100000
4, 3, 148.316180, 157.500000, 0.792507, 2x, 0, 0.100000
4, 4, 132.400226, 157.500000, 0.493574, 2x, 0, 0.100000
4, 5, 159.408698, 157.500000, 0.960512, 2x, 0, 0.100000
5, 1, -54.043697, 22.500000, 0.124525, 6x, 0, 0.100000
5, 2, -79.087884, 22.500000, 0.105748, 6x, 0, 0.100000
5, 3, -33.935006, 22.500000, 0.198859, 6x, 0, 0.100000
5, 4, -9.972614, 22.500000, 0.437387, 6x, 0, 0.100000
5, 5, 14.990497, 22.500000, 0.780738, 6x, 0, 0.100000
5, 6, 20.933144, 22.500000, 0.977259, 6x, 0, 0.100000
6, 1, -55.882935, 45.000000, 0.094998, 1x, 0, 0.100000
6, 2, -88.906787, 45.000000, 0.250748, 1x, 0, 0.100000
6, 3, -131.823576, 45.000000, 0.928251, 1x, 0, 0.100000
7, 1, 149.157531, 22.500000, 0.234636, 1x, 0, 0.100000
7, 2, 171.001215, 22.500000, 0.442133, 1x, 0, 0.100000
7, 3, 199.666193, 22.500000, 0.928138, 1x, 0, 0.100000
8, 1, -48.023007, 45.000000, 0.078017, 2x, 0, 0.100000
8, 2, -76.083788, 45.000000, 0.200819, 2x, 0, 0.100000
8, 3, -120.003245, 45.000000, 0.557926, 2x, 0, 0.100000
8, 4, -148.173766, 45.000000, 0.737233, 2x, 0, 0.100000
8, 5, -162.193346, 45.000000, 0.478695, 2x, 0, 0.100000
8, 6, -146.228691, 45.000000, 0.610533, 2x, 0, 0.100000
8, 7, -156.136947, 45.000000, 0.487781, 2x, 0, 0.100000
8, 8, -135.996809, 45.000000, 0.927206, 2x, 0, 0.100000
9, 1, 59.966918, 135.000000, 0.125774, 6x, 0, 0.100000
9, 2, 85.980881, 135.000000, 0.250238, 6x, 0, 0.100000
9, 3, 126.019723, 135.000000, 0.846512, 6x, 0, 0.100000
9, 4, 132.040209, 135.000000, 0.938851, 6x, 0, 0.100000
10, 1, -56.065248, 135.000000, 0.798983, 1x, 0, 0.100000
10, 2, -61.147217, 135.000000, 0.540834, 1x, 0, 0.100000
10, 3, -36.364452, 135.000000, 0.782409, 1x, 0, 0.100000
10, 4, -42.356525, 135.000000, 0.964751, 1x, 0, 0.100000
11, 1, 55.060011, 67.500000, 0.732911, 6x, 0, 0.100000
11, 2, 63.185614, 67.500000, 0.913408, 6x, 0, 0.100000
12, 1, -42.086376, 22.500000, 0.136977, 2x, 0, 0.100000
12, 2, -66.195576, 22.500000, 0.076407, 2x, 0, 0.100000
12, 3, -10.156653, 22.500000, 0.396601, 2x, 0, 0.100000
12, 4, 16.816466, 22.500000, 0.942253, 2x, 0, 0.100000
13, 1, 21.009727, 45.000000, 0.502479, 6x, 0, 0.100000
13, 2, 36.930400, 45.000000, 0.824340, 6x, 0, 0.100000
13, 3, 43.068571, 45.000000, 0.963748, 6x, 0, 0.100000
14, 1, -83.012207, 90.000000, 0.812733, 1x, 0, 0.100000
14, 2, -93.095784, 90.000000, 0.966005, 1x, 0, 0.100000
15, 1, 40.949774, 67.500000, 0.478282, 2x, 0, 0.100000
15, 2, 55.021620, 67.500000, 0.640749, 2x, 0, 0.100000
15, 3, 72.065375, 67.500000, 0.893937, 2x, 0, 0.100000
16, 1, 127.236357, 112.500000, 0.549632, 1x, 0, 0.100000
16, 2, 143.279956, 112.500000, 0.407764, 1x, 0, 0.100000
16, 3, 108.278172, 112.500000, 0.893443, 1x, 0, 0.100000
17, 1, 73.003239, 135.000000, 0.155176, 2x, 0, 0.100000
17, 2, 54.079516, 135.000000, 0.103623, 2x, 0, 0.100000
17, 3, 101.187364, 135.000000, 0.424928, 2x, 0, 0.100000
17, 4, 124.164815, 135.000000, 0.813075, 2x, 0, 0.100000
17, 5, 132.103978, 135.000000, 0.934809, 2x, 0, 0.100000
18, 1, -92.011490, 90.000000, 0.963488, 6x, 0, 0.100000
19, 1, 69.173646, 112.500000, 0.267927, 2x, 0, 0.100000
19, 2, 42.186674, 112.500000, 0.133140, 2x, 0, 0.100000
19, 3, 97.214588, 112.500000, 0.540486, 2x, 0, 0.100000
19, 4, 118.245299, 112.500000, 0.880400, 2x, 0, 0.100000
20, 1, 60.090401, 157.500000, 0.119486, 6x, 0, 0.100000
20, 2, 24.988299, 157.500000, 0.251618, 6x, 0, 0.100000
20, 3, 8.084291, 157.500000, 0.465215, 6x, 0, 0.100000
20, 4, -26.938335, 157.500000, 0.924329, 6x, 0, 0.100000
21, 1, 45.079068, 157.500000, 0.129921, 1x, 0, 0.100000
21, 2, 125.257366, 157.500000, 0.426858, 1x, 0, 0.100000
21, 3, 149.145982, 157.500000, 0.910730, 1x, 0, 0.100000
22, 1, -56.156615, 45.000000, 0.108726, 2x, 0, 0.100000
22, 2, -107.326412, 45.000000, 0.507039, 2x, 0, 0.100000
22, 3, -127.345867, 45.000000, 0.778380, 2x, 0, 0.100000
22, 4, -137.333065, 45.000000, 0.953665, 2x, 0, 0.100000
23, 1, 41.965108, 90.000000, 0.249115, 1x, 0, 0.100000
23, 2, 62.048716, 90.000000, 0.500116, 1x, 0, 0.100000
