target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
23, 3, 98.065629, 90.000000, 0.891845, 1x, 0, 0.100000
24, 1, -56.127810, 157.500000, 0.447561, 6x, 0, 0.100000
24, 2, 9.962857, 157.500000, 0.425243, 6x, 0, 0.100000
24, 3, 34.913744, 157.500000, 0.182504, 6x, 0, 0.100000
24, 4, -34.159028, 157.500000, 0.647871, 6x, 0, 0.100000
24, 5, -45.126983, 157.500000, 0.503362, 6x, 0, 0.100000
24, 6, -12.051808, 157.500000, 0.707273, 6x, 0, 0.100000
24, 7, 0.035240, 157.500000, 0.503299, 6x, 0, 0.100000
24, 8, -34.063404, 157.500000, 0.630928, 6x, 0, 0.100000
24, 9, -48.207045, 157.500000, 0.493885, 6x, 0, 0.100000
24, 10, -36.148720, 157.500000, 0.633310, 6x, 0, 0.100000
24, 11, -29.108754, 157.500000, 0.898609, 6x, 0, 0.100000
25, 1, 42.971887, 135.000000, 0.076529, 1x, 0, 0.100000
25, 2, 109.914283, 135.000000, 0.508398, 1x, 0, 0.100000
25, 3, 129.096377, 135.000000, 0.922440, 1x, 0, 0.100000
26, 1, 79.022840, 67.500000, 0.591155, 6x, 0, 0.100000
26, 2, 94.984095, 67.500000, 0.484066, 6x, 0, 0.100000
26, 3, 62.015052, 67.500000, 0.872558, 6x, 0, 0.100000
27, 1, -56.922857, 67.500000, 0.177397, 2x, 0, 0.100000
27, 2, -90.980490, 67.500000, 0.499063, 2x, 0, 0.100000
27, 3, -112.939135, 67.500000, 0.970396, 2x, 0, 0.100000
28, 1, -40.183290, 45.000000, 0.071464, 6x, 0, 0.100000
28, 2, -110.325755, 45.000000, 0.481272, 6x, 0, 0.100000
28, 3, -134.375592, 45.000000, 0.958248, 6x, 0, 0.100000
29, 1, -70.112968, 112.500000, 0.860286, 2x, 0, 0.100000
30, 1, 45.042175, 112.500000, 0.133177, 1x, 0, 0.100000
30, 2, 81.175328, 112.500000, 0.460349, 1x, 0, 0.100000
30, 3, 110.131605, 112.500000, 0.942084, 1x, 0, 0.100000
31, 1, -121.072585, 22.500000, 0.359023, 1x, 0, 0.100000
31, 2, -148.045309, 22.500000, 0.782009, 1x, 0, 0.100000
31, 3, -161.105455, 22.500000, 0.891674, 1x, 0, 0.100000
32, 1, 75.844343, 157.500000, 0.113071, 2x, 0, 0.100000
32, 2, 120.924385, 157.500000, 0.371125, 2x, 0, 0.100000
32, 3, 152.068603, 157.500000, 0.884363, 2x, 0, 0.100000
33, 1, 85.150209, 22.500000, 0.133180, 6x, 0, 0.100000
33, 2, 109.171684, 22.500000, 0.097696, 6x, 0, 0.100000
33, 3, 59.069975, 22.500000, 0.354771, 6x, 0, 0.100000
33, 4, 26.028265, 22.500000, 0.927972, 6x, 0, 0.100000
34, 1, 149.166205, 157.500000, 0.932646, 1x, 0, 0.100000
35, 1, -69.941758, 22.500000, 0.082638, 2x, 0, 0.100000
35, 2, -40.906364, 22.500000, 0.142372, 2x, 0, 0.100000
35, 3, -1.888483, 22.500000, 0.495534, 2x, 0, 0.100000
35, 4, 32.103991, 22.500000, 0.829603, 2x, 0, 0.100000
35, 5, 38.029172, 22.500000, 0.524698, 2x, 0, 0.100000
35, 6, 18.170143, 22.500000, 0.868233, 2x, 0, 0.100000
36, 1, -60.111004, 90.000000, 0.445630, 6x, 0, 0.100000
36, 2, -79.249975, 90.000000, 0.760190, 6x, 0, 0.100000
36, 3, -89.318077, 90.000000, 0.979905, 6x, 0, 0.100000
37, 1, 61.049349, 135.000000, 0.121581, 2x, 0, 0.100000
37, 2, 87.036813, 135.000000, 0.249705, 2x, 0, 0.100000
37, 3, 119.054886, 135.000000, 0.610027, 2x, 0, 0.100000
37, 4, 144.088225, 135.000000, 0.771685, 2x, 0, 0.100000
37, 5, 154.078436, 135.000000, 0.545438, 2x, 0, 0.100000
37, 6, 134.984904, 135.000000, 0.976416, 2x, 0, 0.100000
38, 1, -84.159487, 135.000000, 0.271393, 6x, 0, 0.100000
38, 2, -69.197203, 135.000000, 0.504249, 6x, 0, 0.100000
38, 3, -55.256517, 135.000000, 0.731365, 6x, 0, 0.100000
38, 4, -45.260144, 135.000000, 0.970475, 6x, 0, 0.100000
39, 1, 58.970045, 45.000000, 0.655801, 1x, 0, 0.100000
39, 2, 71.000645, 45.000000, 0.485906, 1x, 0, 0.100000
39, 3, 34.942755, 45.000000, 0.727420, 1x, 0, 0.100000
39, 4, 18.032243, 45.000000, 0.493498, 1x, 0, 0.100000
39, 5, 48.150386, 45.000000, 0.944438, 1x, 0, 0.100000
40, 1, 83.017177, 90.000000, 0.792053, 2x, 0, 0.100000
40, 2, 76.093991, 90.000000, 0.613482, 2x, 0, 0.100000
40, 3, 93.196556, 90.000000, 0.947026, 2x, 0, 0.100000
41, 1, -82.062423, 112.500000, 0.710444, 6x, 0, 0.100000
41, 2, -90.086684, 112.500000, 0.503456, 6x, 0, 0.100000
41, 3, -65.087251, 112.500000, 0.934725, 6x, 0, 0.100000
42, 1, 96.074342, 67.500000, 0.488824, 1x, 0, 0.100000
42, 2, 113.026232, 67.500000, 0.263898, 1x, 0, 0.100000
42, 3, 72.016191, 67.500000, 0.846639, 1x, 0, 0.100000
42, 4, 80.078101, 67.500000, 0.615922, 1x, 0, 0.100000
42, 5, 62.262368, 67.500000, 0.900779, 1x, 0, 0.100000
