target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
36, 1, 0.000000, 112.500000, 0.129556, 1x, 0, 0.100000
36, 2, 32.995117, 112.500000, 0.103059, 1x, 0, 0.100000
36, 3, 10.906356, 112.500000, 0.127708, 1x, 0, 0.100000
36, 4, 49.923618, 112.500000, 0.136336, 1x, 0, 0.100000
36, 5, 140.828133, 112.500000, 0.474612, 1x, 0, 0.100000
36, 6, 126.674788, 112.500000, 0.577328, 1x, 0, 0.100000
36, 7, 118.802975, 112.500000, 0.877616, 1x, 0, 0.100000
37, 1, 53.065301, 157.500000, 0.124315, 1x, 0, 0.100000
37, 2, 146.236496, 157.500000, 0.692204, 1x, 0, 0.100000
37, 3, 137.300113, 157.500000, 0.511138, 1x, 0, 0.100000
37, 4, 155.438081, 157.500000, 0.956583, 1x, 0, 0.100000
38, 1, 0.000000, 90.000000, 0.066654, 6x, 0, 0.100000
38, 2, -27.940248, 90.000000, 0.159468, 6x, 0, 0.100000
38, 3, 34.163738, 90.000000, 0.186829, 6x, 0, 0.100000
38, 4, 65.176920, 90.000000, 0.504360, 6x, 0, 0.100000
38, 5, 94.238013, 90.000000, 0.978237, 6x, 0, 0.100000
39, 1, 0.000000, 45.000000, 0.253927, 2x, 0, 0.100000
39, 2, 34.099427, 45.000000, 0.804389, 2x, 0, 0.100000
39, 3, 34.099427, 45.000000, 0.668271, 2x, 0, 0.100000
39, 4, 26.255764, 45.000000, 0.539351, 2x, 0, 0.100000
39, 5, 31.279614, 45.000000, 0.534715, 2x, 0, 0.100000
39, 6, 20.199711, 45.000000, 0.488221, 2x, 0, 0.100000
39, 7, 10.194271, 45.000000, 0.328292, 2x, 0, 0.100000
39, 8, 64.352658, 45.000000, 0.513989, 2x, 0, 0.100000
39, 9, 79.304242, 45.000000, 0.351686, 2x, 0, 0.100000
39, 10, 56.252861, 45.000000, 0.659067, 2x, 0, 0.100000
39, 11, 52.190104, 45.000000, 0.813021, 2x, 0, 0.100000
39, 12, 46.103964, 45.000000, 0.973713, 2x, 0, 0.100000
40, 1, 87.032217, 135.000000, 0.261124, 2x, 0, 0.100000
40, 2, 56.005980, 135.000000, 0.116726, 2x, 0, 0.100000
40, 3, 135.077468, 135.000000, 0.968777, 2x, 0, 0.100000
41, 1, 0.000000, 135.000000, 0.252756, 6x, 0, 0.100000
41, 2, 32.075908, 135.000000, 0.115542, 6x, 0, 0.100000
41, 3, -31.890453, 135.000000, 0.604299, 6x, 0, 0.100000
41, 4, -39.045421, 135.000000, 0.906806, 6x, 0, 0.100000
42, 1, -18.058005, 90.000000, 0.125677, 1x, 0, 0.100000
42, 2, 23.925287, 90.000000, 0.130008, 1x, 0, 0.100000
42, 3, 73.019949, 90.000000, 0.674286, 1x, 0, 0.100000
42, 4, 76.082664, 90.000000, 0.639521, 1x, 0, 0.100000
42, 5, 68.958653, 90.000000, 0.508835, 1x, 0, 0.100000
42, 6, 100.058065, 90.000000, 0.796062, 1x, 0, 0.100000
42, 7, 103.111993, 90.000000, 0.686393, 1x, 0, 0.100000
42, 8, 97.170489, 90.000000, 0.933398, 1x, 0, 0.100000
