target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
12, 1, 90.943629, 45.000000, 0.252645, 1x, 0, 0.100000
12, 2, 138.100467, 45.000000, 0.068649, 1x, 0, 0.100000
12, 3, 42.984169, 45.000000, 0.896740, 1x, 0, 0.100000
13, 1, 37.211516, 112.500000, 0.125146, 2x, 0, 0.100000
13, 2, 133.322750, 112.500000, 0.503750, 2x, 0, 0.100000
13, 3, 157.349013, 112.500000, 0.253820, 2x, 0, 0.100000
13, 4, 131.040479, 112.500000, 0.537690, 2x, 0, 0.100000
13, 5, 144.115662, 112.500000, 0.455882, 2x, 0, 0.100000
13, 6, 76.877493, 112.500000, 0.373666, 2x, 0, 0.100000
13, 7, 107.079470, 112.500000, 0.821453, 2x, 0, 0.100000
13, 8, 111.114449, 112.500000, 0.936686, 2x, 0, 0.100000
14, 1, 40.129764, 90.000000, 0.250991, 6x, 0, 0.100000
14, 2, 132.268607, 90.000000, 0.268499, 6x, 0, 0.100000
14, 3, 175.365741, 90.000000, 0.068707, 6x, 0, 0.100000
14, 4, 91.362343, 90.000000, 0.978457, 6x, 0, 0.100000
15, 1, 45.212232, 112.500000, 0.130322, 1x, 0, 0.100000
15, 2, 143.237327, 112.500000, 0.455247, 1x, 0, 0.100000
15, 3, 171.169614, 112.500000, 0.159856, 1x, 0, 0.100000
15, 4, 113.137795, 112.500000, 0.899961, 1x, 0, 0.100000
16, 1, 37.004820, 112.500000, 0.122387, 6x, 0, 0.100000
16, 2, 132.201893, 112.500000, 0.514610, 6x, 0, 0.100000
16, 3, 157.088360, 112.500000, 0.253126, 6x, 0, 0.100000
16, 4, 110.034096, 112.500000, 0.893938, 6x, 0, 0.100000
17, 1, 115.170542, 135.000000, 0.509828, 1x, 0, 0.100000
17, 2, 133.200966, 135.000000, 0.968244, 1x, 0, 0.100000
18, 1, 131.237729, 22.500000, 0.127553, 2x, 0, 0.100000
18, 2, 216.293365, 22.500000, 0.706130, 2x, 0, 0.100000
18, 3, 230.324712, 22.500000, 0.476280, 2x, 0, 0.100000
18, 4, 199.313951, 22.500000, 0.954536, 2x, 0, 0.100000
19, 1, 132.026611, 22.500000, 0.126703, 1x, 0, 0.100000
19, 2, 220.058859, 22.500000, 0.514668, 1x, 0, 0.100000
19, 3, 203.037126, 22.500000, 0.961913, 1x, 0, 0.100000
20, 1, 15.992329, 157.500000, 0.275540, 6x, 0, 0.100000
20, 2, 62.981864, 157.500000, 0.077588, 6x, 0, 0.100000
20, 3, -37.111828, 157.500000, 0.556253, 6x, 0, 0.100000
20, 4, -50.045184, 157.500000, 0.476025, 6x, 0, 0.100000
20, 5, -24.943153, 157.500000, 0.884194, 6x, 0, 0.100000
21, 1, 48.944561, 45.000000, 0.905121, 2x, 0, 0.100000
22, 1, 46.233916, 45.000000, 0.961522, 1x, 0, 0.100000
23, 1, 15.048608, 67.500000, 0.218980, 6x, 0, 0.100000
23, 2, 119.041876, 67.500000, 0.233036, 6x, 0, 0.100000
23, 3, 149.987228, 67.500000, 0.085140, 6x, 0, 0.100000
23, 4, 46.810313, 67.500000, 0.509288, 6x, 0, 0.100000
23, 5, 60.295345, 67.500000, 0.740569, 6x, 0, 0.100000
23, 6, 74.283470, 67.500000, 0.827280, 6x, 0, 0.100000
23, 7, 78.265800, 67.500000, 0.682883, 6x, 0, 0.100000
23, 8, 69.360272, 67.500000, 0.951494, 6x, 0, 0.100000
24, 1, 35.953784, 67.500000, 0.427795, 2x, 0, 0.100000
24, 2, 15.970020, 67.500000, 0.227903, 2x, 0, 0.100000
24, 3, 68.001381, 67.500000, 0.942892, 2x, 0, 0.100000
25, 1, 129.139611, 135.000000, 0.898149, 2x, 0, 0.100000
26, 1, 113.207958, 22.500000, 0.072822, 1x, 0, 0.100000
26, 2, 200.161201, 22.500000, 0.965752, 1x, 0, 0.100000
27, 1, 120.250436, 135.000000, 0.637735, 6x, 0, 0.100000
27, 2, 146.296656, 135.000000, 0.677975, 6x, 0, 0.100000
27, 3, 135.210562, 135.000000, 0.975503, 6x, 0, 0.100000
28, 1, 136.144900, 135.000000, 0.979714, 1x, 0, 0.100000
29, 1, 45.007787, 22.500000, 0.504092, 2x, 0, 0.100000
29, 2, 7.869264, 22.500000, 0.561448, 2x, 0, 0.100000
29, 3, 24.876029, 22.500000, 0.932256, 2x, 0, 0.100000
30, 1, 40.144282, 112.500000, 0.125200, 6x, 0, 0.100000
30, 2, 103.121797, 112.500000, 0.852656, 6x, 0, 0.100000
31, 1, 38.097727, 90.000000, 0.211545, 1x, 0, 0.100000
31, 2, 101.174059, 90.000000, 0.686647, 1x, 0, 0.100000
31, 3, 112.304124, 90.000000, 0.511029, 1x, 0, 0.100000
31, 4, 96.244077, 90.000000, 0.902819, 1x, 0, 0.100000
32, 1, 36.963818, 22.500000, 0.700447, 6x, 0, 0.100000
32, 2, 46.874194, 22.500000, 0.492814, 6x, 0, 0.100000
32, 3, 19.828663, 22.500000, 0.953922, 6x, 0, 0.100000
33, 1, 31.969585, 112.500000, 0.094620, 2x, 0, 0.100000
33, 2, -44.129811, 112.500000, 0.504136, 2x, 0, 0.100000
33, 3, -71.073865, 112.500000, 0.907000, 2x, 0, 0.100000
34, 1, -120.062101, 157.500000, 0.108401, 1x, 0, 0.100000
34, 2, -44.894352, 157.500000, 0.499248, 1x, 0, 0.100000
34, 3, -23.802051, 157.500000, 0.965219, 1x, 0, 0.100000
35, 1, 41.106763, 90.000000, 0.256059, 6x, 0, 0.100000
35, 2, 112.183496, 90.000000, 0.507224, 6x, 0, 0.100000
35, 3, 91.079794, 90.000000, 0.971912, 6x, 0, 0.100000
36, 1, -141.070832, 45.000000, 0.932685, 2x, 0, 0.100000
37, 1, 137.315948, 90.000000, 0.258770, 2x, 0, 0.100000
37, 2, 177.377476, 90.000000, 0.079127, 2x, 0, 0.100000
37, 3, 271.379790, 90.000000, 0.984198, 2x, 0, 0.100000
38, 1, 35.086100, 157.500000, 0.169011, 6x, 0, 0.100000
38, 2, 115.085736, 157.500000, 0.255040, 6x, 0, 0.100000
38, 3, 155.119309, 157.500000, 0.984864, 6x, 0, 0.100000
39, 1, 43.055751, 112.500000, 0.127640, 1x, 0, 0.100000
39, 2, 100.234002, 112.500000, 0.628699, 1x, 0, 0.100000
39, 3, 116.367881, 112.500000, 0.930836, 1x, 0, 0.100000
40, 1, 39.039961, 157.500000, 0.175940, 2x, 0, 0.100000
40, 2, 102.944561, 157.500000, 0.237887, 2x, 0, 0.100000
40, 3, 67.918815, 157.500000, 0.073048, 2x, 0, 0.100000
40, 4, 166.046590, 157.500000, 0.765847, 2x, 0, 0.100000
40, 5, 179.059189, 157.500000, 0.509001, 2x, 0, 0.100000
40, 6, 160.050594, 157.500000, 0.958779, 2x, 0, 0.100000
41, 1, 36.126869, 45.000000, 0.769940, 6x, 0, 0.100000
41, 2, 46.136208, 45.000000, 0.870044, 6x, 0, 0.100000
42, 1, 37.120902, 67.500000, 0.454630, 1x, 0, 0.100000
42, 2, 59.926239, 67.500000, 0.890413, 1x, 0, 0.100000
