target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
10, 2, 39.242797, 45.000000, 0.851841, 1x, 0, 0.100000
11, 1, -11.938082, 157.500000, 0.724888, 2x, 0, 0.100000
11, 2, -18.963809, 157.500000, 0.948286, 2x, 0, 0.100000
12, 1, -75.038132, 67.500000, 0.342824, 6x, 0, 0.100000
12, 2, -104.188900, 67.500000, 0.844598, 6x, 0, 0.100000
12, 3, -110.266186, 67.500000, 0.940591, 6x, 0, 0.100000
13, 1, 72.016365, 112.500000, 0.277304, 6x, 0, 0.100000
13, 2, 123.205823, 112.500000, 0.655601, 6x, 0, 0.100000
13, 3, 132.189135, 112.500000, 0.514264, 6x, 0, 0.100000
13, 4, 115.060901, 112.500000, 0.945201, 6x, 0, 0.100000
14, 1, 29.073191, 67.500000, 0.276894, 2x, 0, 0.100000
14, 2, -31.066008, 67.500000, 0.096073, 2x, 0, 0.100000
14, 3, 77.120736, 67.500000, 0.703171, 2x, 0, 0.100000
14, 4, 86.161117, 67.500000, 0.501377, 2x, 0, 0.100000
14, 5, 65.266106, 67.500000, 0.937848, 2x, 0, 0.100000
15, 1, 105.012272, 135.000000, 0.465332, 1x, 0, 0.100000
15, 2, 127.176826, 135.000000, 0.896628, 1x, 0, 0.100000
16, 1, 122.209063, 157.500000, 0.413743, 1x, 0, 0.100000
16, 2, 157.242054, 157.500000, 0.977626, 1x, 0, 0.100000
17, 1, 7.896527, 45.000000, 0.300316, 2x, 0, 0.100000
17, 2, 44.599849, 45.000000, 0.973069, 2x, 0, 0.100000
18, 1, -49.033808, 22.500000, 0.123191, 6x, 0, 0.100000
18, 2, 39.927921, 22.500000, 0.555389, 6x, 0, 0.100000
18, 3, 65.132083, 22.500000, 0.259051, 6x, 0, 0.100000
18, 4, 4.968733, 22.500000, 0.523166, 6x, 0, 0.100000
18, 5, -19.043349, 22.500000, 0.271937, 6x, 0, 0.100000
18, 6, -0.931100, 22.500000, 0.497728, 6x, 0, 0.100000
18, 7, 11.935033, 22.500000, 0.809876, 6x, 0, 0.100000
18, 8, 17.007375, 22.500000, 0.862521, 6x, 0, 0.100000
19, 1, -90.162447, 22.500000, 0.125922, 1x, 0, 0.100000
19, 2, -165.330377, 22.500000, 0.855036, 1x, 0, 0.100000
20, 1, 0.000000, 135.000000, 0.260289, 2x, 0, 0.100000
20, 2, -39.101575, 135.000000, 0.879020, 2x, 0, 0.100000
21, 1, 0.000000, 90.000000, 0.067979, 6x, 0, 0.100000
21, 2, 77.064510, 90.000000, 0.685606, 6x, 0, 0.100000
21, 3, 89.082602, 90.000000, 0.966040, 6x, 0, 0.100000
22, 1, 0.000000, 157.500000, 0.502960, 2x, 0, 0.100000
22, 2, -41.906429, 157.500000, 0.548615, 2x, 0, 0.100000
22, 3, -28.776381, 157.500000, 0.894389, 2x, 0, 0.100000
23, 1, 0.000000, 22.500000, 0.497825, 6x, 0, 0.100000
23, 2, 29.974516, 22.500000, 0.853316, 6x, 0, 0.100000
24, 1, 0.000000, 112.500000, 0.131160, 1x, 0, 0.100000
24, 2, 79.196447, 112.500000, 0.418911, 1x, 0, 0.100000
24, 3, 113.246828, 112.500000, 0.957734, 1x, 0, 0.100000
25, 1, 90.980354, 157.500000, 0.128666, 1x, 0, 0.100000
25, 2, 140.095524, 157.500000, 0.539294, 1x, 0, 0.100000
25, 3, 130.945249, 157.500000, 0.490306, 1x, 0, 0.100000
25, 4, 162.911155, 157.500000, 0.899188, 1x, 0, 0.100000
26, 1, 0.000000, 90.000000, 0.071428, 6x, 0, 0.100000
26, 2, 58.208995, 90.000000, 0.427555, 6x, 0, 0.100000
26, 3, 47.263102, 90.000000, 0.260761, 6x, 0, 0.100000
26, 4, 85.347367, 90.000000, 0.951487, 6x, 0, 0.100000
27, 1, 0.000000, 67.500000, 0.131513, 2x, 0, 0.100000
27, 2, -44.020328, 67.500000, 0.127853, 2x, 0, 0.100000
27, 3, -140.219009, 67.500000, 0.470882, 2x, 0, 0.100000
27, 4, -116.255537, 67.500000, 0.863944, 2x, 0, 0.100000
28, 1, 0.000000, 45.000000, 0.255173, 1x, 0, 0.100000
28, 2, -38.070774, 45.000000, 0.073445, 1x, 0, 0.100000
28, 3, 50.166950, 45.000000, 0.904955, 1x, 0, 0.100000
29, 1, 0.000000, 135.000000, 0.257375, 2x, 0, 0.100000
29, 2, 37.033014, 135.000000, 0.090992, 2x, 0, 0.100000
29, 3, -49.086229, 135.000000, 0.922890, 2x, 0, 0.100000
30, 1, 0.000000, 135.000000, 0.252823, 6x, 0, 0.100000
30, 2, 45.108579, 135.000000, 0.067663, 6x, 0, 0.100000
30, 3, -53.098448, 135.000000, 0.865998, 6x, 0, 0.100000
31, 1, 0.000000, 22.500000, 0.504850, 2x, 0, 0.100000
31, 2, 16.320264, 22.500000, 0.810523, 2x, 0, 0.100000
31, 3, 22.195115, 22.500000, 0.936987, 2x, 0, 0.100000
32, 1, 0.000000, 67.500000, 0.130736, 1x, 0, 0.100000
32, 2, -80.976403, 67.500000, 0.436192, 1x, 0, 0.100000
32, 3, -112.959731, 67.500000, 0.956360, 1x, 0, 0.100000
33, 1, 0.000000, 112.500000, 0.125794, 6x, 0, 0.100000
33, 2, -79.143353, 112.500000, 0.623139, 6x, 0, 0.100000
33, 3, -63.252370, 112.500000, 0.948364, 6x, 0, 0.100000
34, 1, 0.000000, 45.000000, 0.251888, 2x, 0, 0.100000
34, 2, 61.283630, 45.000000, 0.531293, 2x, 0, 0.100000
34, 3, 89.334990, 45.000000, 0.251715, 2x, 0, 0.100000
34, 4, 73.364097, 45.000000, 0.440826, 2x, 0, 0.100000
34, 5, 28.405314, 45.000000, 0.587119, 2x, 0, 0.100000
34, 6, 21.478478, 45.000000, 0.492302, 2x, 0, 0.100000
34, 7, 66.641471, 45.000000, 0.496585, 2x, 0, 0.100000
34, 8, 46.514418, 45.000000, 0.946145, 2x, 0, 0.100000
35, 1, 0.000000, 45.000000, 0.253518, 6x, 0, 0.100000
35, 2, -37.967131, 45.000000, 0.094932, 6x, 0, 0.100000
35, 3, 45.152569, 45.000000, 0.952278, 6x, 0, 0.100000
36, 1, 2.964334, 135.000000, 0.251411, 1x, 0, 0.100000
36, 2, 42.051779, 135.000000, 0.067573, 1x, 0, 0.100000
36, 3, -43.039326, 135.000000, 0.946037, 1x, 0, 0.100000
37, 1, 0.000000, 157.500000, 0.505651, 6x, 0, 0.100000
37, 2, 10.875222, 157.500000, 0.433093, 6x, 0, 0.100000
37, 3, -21.030655, 157.500000, 0.984822, 6x, 0, 0.100000
38, 1, 0.000000, 90.000000, 0.068067, 2x, 0, 0.100000
38, 2, 89.067081, 90.000000, 0.963534, 2x, 0, 0.100000
39, 1, 0.000000, 90.000000, 0.072537, 1x, 0, 0.100000
39, 2, 81.168355, 90.000000, 0.836944, 1x, 0, 0.100000
39, 3, 83.052988, 90.000000, 0.866491, 1x, 0, 0.100000
40, 1, 0.000000, 112.500000, 0.129304, 2x, 0, 0.100000
40, 2, -34.202546, 112.500000, 0.418884, 2x, 0, 0.100000
40, 3, -59.167067, 112.500000, 0.839423, 2x, 0, 0.100000
40, 4, -63.165299, 112.500000, 0.882709, 2x, 0, 0.100000
41, 1, 0.000000, 22.500000, 0.500721, 1x, 0, 0.100000
41, 2, -22.981845, 22.500000, 0.252471, 1x, 0, 0.100000
41, 3, 20.995109, 22.500000, 0.977579, 1x, 0, 0.100000
42, 1, 0.000000, 67.500000, 0.128282, 6x, 0, 0.100000
42, 2, 70.081848, 67.500000, 0.938674, 6x, 0, 0.100000
