target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
1, 1, 6.063720, 112.500000, 0.129566, 1x, 1, 0.100000
1, 2, -72.140805, 112.500000, 0.934970, 1x, 1, 0.100000
2, 1, -136.230836, 22.500000, 0.508682, 2x, 1, 0.100000
2, 2, 6.901278, 22.500000, 0.596836, 2x, 1, 0.100000
2, 3, 19.933591, 22.500000, 0.947145, 2x, 1, 0.100000
3, 1, -90.215876, 90.000000, 0.967066, 6x, 1, 0.100000
4, 1, -92.118842, 135.000000, 0.253565, 2x, 0, 0.100000
4, 2, -35.090276, 135.000000, 0.778705, 2x, 0, 0.100000
4, 3, -31.086324, 135.000000, 0.548731, 2x, 0, 0.100000
4, 4, -31.086324, 135.000000, 0.674380, 2x, 0, 0.100000
4, 5, -38.109398, 135.000000, 0.843210, 2x, 0, 0.100000
4, 6, 3.933999, 135.000000, 0.252565, 2x, 0, 0.100000
4, 7, -26.089335, 135.000000, 0.523001, 2x, 0, 0.100000
4, 8, -41.235141, 135.000000, 0.894756, 2x, 0, 0.100000
5, 1, 58.106613, 45.000000, 0.663616, 1x, 0, 0.100000
5, 2, 70.006779, 45.000000, 0.489998, 1x, 0, 0.100000
5, 3, 49.088204, 45.000000, 0.942380, 1x, 0, 0.100000
6, 1, -21.186557, 67.500000, 0.072463, 6x, 0, 0.100000
6, 2, -73.252429, 67.500000, 0.302369, 6x, 0, 0.100000
6, 3, -126.264578, 67.500000, 0.607033, 6x, 0, 0.100000
6, 4, -142.215457, 67.500000, 0.449618, 6x, 0, 0.100000
6, 5, -132.144789, 67.500000, 0.508381, 6x, 0, 0.100000
6, 6, -123.063889, 67.500000, 0.778316, 6x, 0, 0.100000
6, 7, -119.052244, 67.500000, 0.922968, 6x, 0, 0.100000
7, 1, -88.094268, 112.500000, 0.503698, 2x, 0, 0.100000
7, 2, -100.996011, 112.500000, 0.448156, 2x, 0, 0.100000
7, 3, -90.049231, 112.500000, 0.500748, 2x, 0, 0.100000
7, 4, -82.092079, 112.500000, 0.614435, 2x, 0, 0.100000
7, 5, -77.006932, 112.500000, 0.747610, 2x, 0, 0.100000
7, 6, -74.039706, 112.500000, 0.845054, 2x, 0, 0.100000
7, 7, -74.039706, 112.500000, 0.912904, 2x, 0, 0.100000
8, 1, -0.933205, 22.500000, 0.502057, 1x, 0, 0.100000
8, 2, -14.896173, 22.500000, 0.360371, 1x, 0, 0.100000
8, 3, 10.080348, 22.500000, 0.696081, 1x, 0, 0.100000
8, 4, 16.013990, 22.500000, 0.799103, 1x, 0, 0.100000
8, 5, 17.028957, 22.500000, 0.908305, 1x, 0, 0.100000
9, 1, 0.000000, 45.000000, 0.252814, 6x, 0, 0.100000
9, 2, -33.184110, 45.000000, 0.093296, 6x, 0, 0.100000
9, 3, 22.857602, 45.000000, 0.504513, 6x, 0, 0.100000
9, 4, 35.949963, 45.000000, 0.766711, 6x, 0, 0.100000
9, 5, 39.938983, 45.000000, 0.813866, 6x, 0, 0.100000
9, 6, 42.944179, 45.000000, 0.953291, 6x, 0, 0.100000
10, 1, -92.077917, 157.500000, 0.127319, 6x, 0, 0.100000
10, 2, -137.002548, 157.500000, 0.129951, 6x, 0, 0.100000
10, 3, -53.922569, 157.500000, 0.465173, 6x, 0, 0.100000
10, 4, -43.815484, 157.500000, 0.512244, 6x, 0, 0.100000
10, 5, -32.869586, 157.500000, 0.802648, 6x, 0, 0.100000
10, 6, -31.863651, 157.500000, 0.775523, 6x, 0, 0.100000
10, 7, -27.871975, 157.500000, 0.831004, 6x, 0, 0.100000
10, 8, -27.000573, 157.500000, 0.933458, 6x, 0, 0.100000
11, 1, 0.000000, 67.500000, 0.128367, 2x, 0, 0.100000
11, 2, 42.040208, 67.500000, 0.494079, 2x, 0, 0.100000
11, 3, 58.061683, 67.500000, 0.818659, 2x, 0, 0.100000
11, 4, 59.992868, 67.500000, 0.760793, 2x, 0, 0.100000
11, 5, 52.923784, 67.500000, 0.583035, 2x, 0, 0.100000
11, 6, 57.932650, 67.500000, 0.647992, 2x, 0, 0.100000
11, 7, 64.031396, 67.500000, 0.893445, 2x, 0, 0.100000
