target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std
1, 1, 101.287672, 67.500000, 0.437140, 2x, 1, 0.100000
1, 2, 157.276722, 67.500000, 0.067960, 2x, 1, 0.100000
1, 3, 204.356511, 67.500000, 0.263048, 2x, 1, 0.100000
1, 4, 247.559841, 67.500000, 0.945943, 2x, 1, 0.100000
2, 1, -17.966638, 157.500000, 0.933401, 6x, 1, 0.100000
3, 1, -42.321677, 45.000000, 0.074434, 1x, 1, 0.100000
3, 2, -133.426473, 45.000000, 0.932395, 1x, 1, 0.100000
4, 1, -1.010907, 45.000000, 0.252747, 2x, 0, 0.100000
4, 2, 43.098735, 45.000000, 0.955995, 2x, 0, 0.100000
5, 1, 0.000000, 45.000000, 0.254429, 6x, 0, 0.100000
5, 2, 42.798773, 45.000000, 0.968955, 6x, 0, 0.100000
6, 1, 0.000000, 135.000000, 0.255830, 1x, 0, 0.100000
6, 2, 50.034710, 135.000000, 0.082456, 1x, 0, 0.100000
6, 3, 123.104006, 135.000000, 0.620027, 1x, 0, 0.100000
6, 4, 135.028146, 135.000000, 0.970909, 1x, 0, 0.100000
7, 1, 0.000000, 135.000000, 0.253064, 6x, 0, 0.100000
7, 2, 49.056410, 135.000000, 0.077273, 6x, 0, 0.100000
7, 3, 131.909708, 135.000000, 0.932424, 6x, 0, 0.100000
8, 1, 0.000000, 157.500000, 0.504433, 1x, 0, 0.100000
8, 2, 20.017534, 157.500000, 0.260552, 1x, 0, 0.100000
8, 3, -25.069422, 157.500000, 0.969127, 1x, 0, 0.100000
9, 1, 0.000000, 157.500000, 0.506574, 2x, 0, 0.100000
9, 2, 27.981867, 157.500000, 0.233652, 2x, 0, 0.100000
9, 3, -21.032576, 157.500000, 0.968722, 2x, 0, 0.100000
10, 1, 0.000000, 22.500000, 0.501912, 1x, 0, 0.100000
10, 2, 19.904465, 22.500000, 0.954781, 1x, 0, 0.100000
11, 1, 0.000000, 22.500000, 0.503173, 2x, 0, 0.100000
11, 2, 25.090183, 22.500000, 0.921698, 2x, 0, 0.100000
12, 1, 0.000000, 90.000000, 0.067960, 6x, 0, 0.100000
12, 2, 89.136473, 90.000000, 0.986293, 6x, 0, 0.100000
13, 1, 88.175446, 67.500000, 0.500688, 6x, 0, 0.100000
13, 2, 95.425882, 67.500000, 0.494529, 6x, 0, 0.100000
13, 3, 86.638081, 67.500000, 0.531846, 6x, 0, 0.100000
13, 4, 94.618953, 67.500000, 0.480422, 6x, 0, 0.100000
