target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, -91.151190, 67.500000, 0.477710, 6x, 1, 0.100000, blur
1, 2, -188.159359, 67.500000, 0.146770, 6x, 1, 0.100000, blur
1, 3, -159.139117, 67.500000, 0.277298, 6x, 1, 0.100000, blur
1, 4, -136.104851, 67.500000, 0.473140, 6x, 1, 0.100000, blur
1, 5, -111.933757, 67.500000, 0.879387, 6x, 1, 0.100000, blur
2, 1, -14.964170, 157.500000, 0.837451, 6x, 1, 0.100000, hrf
2, 2, -21.990129, 157.500000, 0.964898, 6x, 1, 0.100000, hrf
3, 1, -22.044492, 157.500000, 0.991988, 6x, 1, 0.100000, delay
4, 1, -61.166039, 67.500000, 0.236830, 6x, 0, 0.100000, delay
4, 2, -3.135711, 67.500000, 0.125159, 6x, 0, 0.100000, delay
4, 3, -160.421809, 67.500000, 0.248542, 6x, 0, 0.100000, delay
4, 4, -198.592470, 67.500000, 0.066041, 6x, 0, 0.100000, delay
4, 5, -86.482122, 67.500000, 0.497209, 6x, 0, 0.100000, delay
4, 6, -108.468557, 67.500000, 0.946930, 6x, 0, 0.100000, delay
5, 1, 31.129880, 135.000000, 0.135962, 6x, 0, 0.100000, hrf
5, 2, -28.881731, 135.000000, 0.584446, 6x, 0, 0.100000, hrf
5, 3, -58.854034, 135.000000, 0.679345, 6x, 0, 0.100000, hrf
5, 4, -73.734754, 135.000000, 0.463331, 6x, 0, 0.100000, hrf
5, 5, -40.719395, 135.000000, 0.953831, 6x, 0, 0.100000, hrf
6, 1, -78.927731, 112.500000, 0.533040, 6x, 0, 0.100000, blur
6, 2, -141.996340, 112.500000, 0.141565, 6x, 0, 0.100000, blur
6, 3, -91.889387, 112.500000, 0.513931, 6x, 0, 0.100000, blur
6, 4, -59.917491, 112.500000, 0.721670, 6x, 0, 0.100000, blur
6, 5, -45.842434, 112.500000, 0.497082, 6x, 0, 0.100000, blur
6, 6, -54.817733, 112.500000, 0.620942, 6x, 0, 0.100000, blur
6, 7, -62.811515, 112.500000, 0.788515, 6x, 0, 0.100000, blur
6, 8, -68.771041, 112.500000, 0.796675, 6x, 0, 0.100000, blur
6, 9, -68.771041, 112.500000, 0.902076, 6x, 0, 0.100000, blur
7, 1, -48.052490, 22.500000, 0.126305, 6x, 0, 0.100000, hrf
7, 2, 85.096319, 22.500000, 0.136572, 6x, 0, 0.100000, hrf
7, 3, 185.133678, 22.500000, 0.519108, 6x, 0, 0.100000, hrf
7, 4, 162.067737, 22.500000, 0.270591, 6x, 0, 0.100000, hrf
7, 5, 226.216582, 22.500000, 0.502639, 6x, 0, 0.100000, hrf
7, 6, 251.221109, 22.500000, 0.245216, 6x, 0, 0.100000, hrf
7, 7, 216.294144, 22.500000, 0.650548, 6x, 0, 0.100000, hrf
7, 8, 211.290161, 22.500000, 0.820290, 6x, 0, 0.100000, hrf
7, 9, 205.272170, 22.500000, 0.920680, 6x, 0, 0.100000, hrf
8, 1, 77.967748, 90.000000, 0.759601, 6x, 0, 0.100000, delay
8, 2, 85.942066, 90.000000, 0.980006, 6x, 0, 0.100000, delay
9, 1, -70.064885, 135.000000, 0.462005, 6x, 0, 0.100000, blur
9, 2, -43.074812, 135.000000, 0.833930, 6x, 0, 0.100000, blur
9, 3, -47.153005, 135.000000, 0.881876, 6x, 0, 0.100000, blur
10, 1, 90.079435, 112.500000, 0.500797, 6x, 0, 0.100000, delay
10, 2, 114.081489, 112.500000, 0.983385, 6x, 0, 0.100000, delay
11, 1, -98.961326, 45.000000, 0.303166, 6x, 0, 0.100000, blur
11, 2, -230.097448, 45.000000, 0.095624, 6x, 0, 0.100000, blur
11, 3, -326.150449, 45.000000, 0.605657, 6x, 0, 0.100000, blur
11, 4, -355.971702, 45.000000, 0.354365, 6x, 0, 0.100000, blur
11, 5, -316.070433, 45.000000, 0.865102, 6x, 0, 0.100000, blur
12, 1, 108.159555, 112.500000, 0.880031, 6x, 0, 0.100000, hrf
13, 1, -95.049905, 22.500000, 0.127563, 6x, 0, 0.100000, delay
13, 2, 54.089638, 22.500000, 0.445720, 6x, 0, 0.100000, delay
13, 3, 134.109318, 22.500000, 0.125444, 6x, 0, 0.100000, delay
13, 4, 60.061730, 22.500000, 0.287723, 6x, 0, 0.100000, delay
13, 5, -37.883759, 22.500000, 0.137670, 6x, 0, 0.100000, delay
13, 6, -171.970913, 22.500000, 0.580715, 6x, 0, 0.100000, delay
13, 7, -195.024449, 22.500000, 0.318506, 6x, 0, 0.100000, delay
13, 8, -160.029638, 22.500000, 0.978653, 6x, 0, 0.100000, delay
14, 1, 88.091242, 90.000000, 0.974014, 6x, 0, 0.100000, hrf
15, 1, -93.132276, 157.500000, 0.158093, 6x, 0, 0.100000, blur
15, 2, 27.041762, 157.500000, 0.271356, 6x, 0, 0.100000, blur
15, 3, 118.227732, 157.500000, 0.359003, 6x, 0, 0.100000, blur
15, 4, 139.250635, 157.500000, 0.563708, 6x, 0, 0.100000, blur
15, 5, 166.073742, 157.500000, 0.609778, 6x, 0, 0.100000, blur
15, 6, 182.144447, 157.500000, 0.465809, 6x, 0, 0.100000, blur
15, 7, 171.031326, 157.500000, 0.557060, 6x, 0, 0.100000, blur
15, 8, 151.006473, 157.500000, 0.620289, 6x, 0, 0.100000, blur
15, 9, 138.925974, 157.500000, 0.492336, 6x, 0, 0.100000, blur
15, 10, 144.936498, 157.500000, 0.607959, 6x, 0, 0.100000, blur
15, 11, 152.906507, 157.500000, 0.828425, 6x, 0, 0.100000, blur
15, 12, 156.911327, 157.500000, 0.875660, 6x, 0, 0.100000, blur
16, 1, -94.052339, 90.000000, 0.846174, 6x, 0, 0.100000, blur
16, 2, -87.146490, 90.000000, 0.936359, 6x, 0, 0.100000, blur
17, 1, -50.994741, 135.000000, 0.963497, 6x, 0, 0.100000, delay
18, 1, 131.177717, 45.000000, 0.073934, 6x, 0, 0.100000, hrf
18, 2, 250.242756, 45.000000, 0.475842, 6x, 0, 0.100000, hrf
18, 3, 283.170717, 45.000000, 0.195922, 6x, 0, 0.100000, hrf
18, 4, 243.231404, 45.000000, 0.505960, 6x, 0, 0.100000, hrf
18, 5, 222.236504, 45.000000, 0.938849, 6x, 0, 0.100000, hrf
19, 1, -39.042844, 22.500000, 0.166628, 6x, 0, 0.100000, blur
19, 2, -126.927642, 22.500000, 0.441610, 6x, 0, 0.100000, blur
19, 3, -178.902045, 22.500000, 0.504297, 6x, 0, 0.100000, blur
19, 4, -164.921731, 22.500000, 0.754966, 6x, 0, 0.100000, blur
19, 5, -156.018185, 22.500000, 0.948187, 6x, 0, 0.100000, blur
20, 1, -65.071891, 67.500000, 0.248076, 6x, 0, 0.100000, hrf
20, 2, -139.148897, 67.500000, 0.476071, 6x, 0, 0.100000, hrf
20, 3, -88.136623, 67.500000, 0.493515, 6x, 0, 0.100000, hrf
20, 4, -104.161165, 67.500000, 0.760553, 6x, 0, 0.100000, hrf
20, 5, -114.295247, 67.500000, 0.941107, 6x, 0, 0.100000, hrf
21, 1, -52.122105, 45.000000, 0.071900, 6x, 0, 0.100000, delay
21, 2, 92.040001, 45.000000, 0.250331, 6x, 0, 0.100000, delay
21, 3, 217.153311, 45.000000, 0.882053, 6x, 0, 0.100000, delay
22, 1, -65.996970, 45.000000, 0.126332, 6x, 0, 0.100000, delay
22, 2, -127.026387, 45.000000, 0.897444, 6x, 0, 0.100000, delay
23, 1, -55.048946, 67.500000, 0.213267, 6x, 0, 0.100000, blur
23, 2, -90.190108, 67.500000, 0.492691, 6x, 0, 0.100000, blur
23, 3, -122.323275, 67.500000, 0.705024, 6x, 0, 0.100000, blur
23, 4, -112.441398, 67.500000, 0.935124, 6x, 0, 0.100000, blur
24, 1, -95.056894, 22.500000, 0.136694, 6x, 0, 0.100000, hrf
24, 2, -154.118958, 22.500000, 0.939849, 6x, 0, 0.100000, hrf
25, 1, -48.062856, 135.000000, 0.922048, 6x, 0, 0.100000, hrf
26, 1, -87.108044, 112.500000, 0.503546, 6x, 0, 0.100000, blur
26, 2, -57.169494, 112.500000, 0.754390, 6x, 0, 0.100000, blur
26, 3, -64.170135, 112.500000, 0.796888, 6x, 0, 0.100000, blur
26, 4, -69.029969, 112.500000, 0.875658, 6x, 0, 0.100000, blur
27, 1, 94.202623, 67.500000, 0.491877, 6x, 0, 0.100000, delay
27, 2, 47.926446, 67.500000, 0.505517, 6x, 0, 0.100000, delay
27, 3, 20.903549, 67.500000, 0.250376, 6x, 0, 0.100000, delay
27, 4, 118.026486, 67.500000, 0.237794, 6x, 0, 0.100000, delay
27, 5, 53.977967, 67.500000, 0.576560, 6x, 0, 0.100000, delay
27, 6, 65.990006, 67.500000, 0.982956, 6x, 0, 0.100000, delay
28, 1, -48.085011, 45.000000, 0.079852, 6x, 0, 0.100000, blur
28, 2, 50.244200, 45.000000, 0.800529, 6x, 0, 0.100000, blur
28, 3, 46.235567, 45.000000, 0.866574, 6x, 0, 0.100000, blur
29, 1, 96.149149, 67.500000, 0.485068, 6x, 0, 0.100000, hrf
29, 2, 117.294621, 67.500000, 0.242230, 6x, 0, 0.100000, hrf
29, 3, 71.312764, 67.500000, 0.907662, 6x, 0, 0.100000, hrf
30, 1, -54.945746, 135.000000, 0.828502, 6x, 0, 0.100000, delay
30, 2, -50.955685, 135.000000, 0.961729, 6x, 0, 0.100000, delay
31, 1, 103.105420, 22.500000, 0.091049, 6x, 0, 0.100000, delay
31, 2, -26.119568, 22.500000, 0.249379, 6x, 0, 0.100000, delay
31, 3, 27.992624, 22.500000, 0.952033, 6x, 0, 0.100000, delay
32, 1, -40.043068, 90.000000, 0.262609, 6x, 0, 0.100000, blur
32, 2, -87.988328, 90.000000, 0.900140, 6x, 0, 0.100000, blur
33, 1, 35.029575, 90.000000, 0.210443, 6x, 0, 0.100000, hrf
33, 2, -4.969380, 90.000000, 0.080424, 6x, 0, 0.100000, hrf
33, 3, 123.097041, 90.000000, 0.346530, 6x, 0, 0.100000, hrf
33, 4, 86.931989, 90.000000, 0.943309, 6x, 0, 0.100000, hrf
34, 1, 53.023893, 45.000000, 0.790215, 6x, 0, 0.100000, hrf
34, 2, 60.022536, 45.000000, 0.624397, 6x, 0, 0.100000, hrf
34, 3, 49.011979, 45.000000, 0.934186, 6x, 0, 0.100000, hrf
35, 1, -56.071013, 112.500000, 0.676347, 6x, 0, 0.100000, delay
35, 2, -44.053732, 112.500000, 0.500276, 6x, 0, 0.100000, delay
35, 3, -65.178086, 112.500000, 0.978054, 6x, 0, 0.100000, delay
36, 1, 50.990124, 157.500000, 0.153269, 6x, 0, 0.100000, blur
36, 2, -32.110536, 157.500000, 0.740835, 6x, 0, 0.100000, blur
36, 3, -25.095381, 157.500000, 0.846740, 6x, 0, 0.100000, blur
36, 4, -25.095381, 157.500000, 0.909314, 6x, 0, 0.100000, blur
37, 1, 45.198593, 135.000000, 0.085721, 6x, 0, 0.100000, blur
37, 2, -17.825980, 135.000000, 0.442850, 6x, 0, 0.100000, blur
37, 3, -88.915299, 135.000000, 0.266070, 6x, 0, 0.100000, blur
37, 4, -55.828659, 135.000000, 0.690887, 6x, 0, 0.100000, blur
37, 5, -45.811219, 135.000000, 0.843276, 6x, 0, 0.100000, blur
37, 6, -41.840474, 135.000000, 0.913030, 6x, 0, 0.100000, blur
38, 1, -54.047370, 157.500000, 0.469872, 6x, 0, 0.100000, hrf
38, 2, -44.009814, 157.500000, 0.505566, 6x, 0, 0.100000, hrf
38, 3, -35.996721, 157.500000, 0.534010, 6x, 0, 0.100000, hrf
38, 4, -21.867377, 157.500000, 0.968269, 6x, 0, 0.100000, hrf
39, 1, 43.992410, 157.500000, 0.126870, 6x, 0, 0.100000, delay
39, 2, -25.040286, 157.500000, 0.977626, 6x, 0, 0.100000, delay
40, 1, 0.000000, 22.500000, 0.500009, 6x, 0, 0.100000, blur
40, 2, 28.055168, 22.500000, 0.819747, 6x, 0, 0.100000, blur
40, 3, 35.053133, 22.500000, 0.552867, 6x, 0, 0.100000, blur
40, 4, 21.996292, 22.500000, 0.812596, 6x, 0, 0.100000, blur
40, 5, 25.001542, 22.500000, 0.895315, 6x, 0, 0.100000, blur
41, 1, -48.003423, 112.500000, 0.508005, 6x, 0, 0.100000, hrf
41, 2, -31.947131, 112.500000, 0.367692, 6x, 0, 0.100000, hrf
41, 3, -66.982599, 112.500000, 0.971983, 6x, 0, 0.100000, hrf
42, 1, 46.058914, 90.000000, 0.251604, 6x, 0, 0.100000, delay
42, 2, 0.932516, 90.000000, 0.063591, 6x, 0, 0.100000, delay
42, 3, 95.913871, 90.000000, 0.962342, 6x, 0, 0.100000, delay
43, 1, 50.056020, 90.000000, 0.268369, 6x, 0, 0.100000, hrf
43, 2, 0.843617, 90.000000, 0.071465, 6x, 0, 0.100000, hrf
43, 3, 91.855590, 90.000000, 0.983001, 6x, 0, 0.100000, hrf
44, 1, 24.046653, 67.500000, 0.291620, 6x, 0, 0.100000, blur
44, 2, -48.105247, 67.500000, 0.140562, 6x, 0, 0.100000, blur
44, 3, -129.180447, 67.500000, 0.544152, 6x, 0, 0.100000, blur
44, 4, -146.146325, 67.500000, 0.414797, 6x, 0, 0.100000, blur
44, 5, -114.156448, 67.500000, 0.873990, 6x, 0, 0.100000, blur
45, 1, 45.051593, 135.000000, 0.064105, 6x, 0, 0.100000, delay
45, 2, -55.117107, 135.000000, 0.830237, 6x, 0, 0.100000, delay
45, 3, -61.237103, 135.000000, 0.578402, 6x, 0, 0.100000, delay
45, 4, -48.188059, 135.000000, 0.982783, 6x, 0, 0.100000, delay
46, 1, 35.058323, 112.500000, 0.135481, 6x, 0, 0.100000, blur
46, 2, -50.017424, 112.500000, 0.565601, 6x, 0, 0.100000, blur
46, 3, -39.033981, 112.500000, 0.474036, 6x, 0, 0.100000, blur
46, 4, -52.015381, 112.500000, 0.623825, 6x, 0, 0.100000, blur
46, 5, -59.113311, 112.500000, 0.801139, 6x, 0, 0.100000, blur
46, 6, -66.121456, 112.500000, 0.882363, 6x, 0, 0.100000, blur
47, 1, -89.147183, 90.000000, 0.993410, 6x, 0, 0.100000, delay
48, 1, -137.190215, 45.000000, 0.896867, 6x, 0, 0.100000, hrf
49, 1, -59.073007, 157.500000, 0.346123, 6x, 0, 0.100000, hrf
49, 2, 6.982151, 157.500000, 0.477428, 6x, 0, 0.100000, hrf
49, 3, -24.023133, 157.500000, 0.966319, 6x, 0, 0.100000, hrf
50, 1, -43.158925, 45.000000, 0.088155, 6x, 0, 0.100000, blur
50, 2, 1.900673, 45.000000, 0.272738, 6x, 0, 0.100000, blur
50, 3, 51.863726, 45.000000, 0.740597, 6x, 0, 0.100000, blur
50, 4, 69.933955, 45.000000, 0.480938, 6x, 0, 0.100000, blur
50, 5, 37.973665, 45.000000, 0.647842, 6x, 0, 0.100000, blur
50, 6, 25.985591, 45.000000, 0.489561, 6x, 0, 0.100000, blur
50, 7, 50.927605, 45.000000, 0.687212, 6x, 0, 0.100000, blur
50, 8, 47.927671, 45.000000, 0.837997, 6x, 0, 0.100000, blur
50, 9, 47.927671, 45.000000, 0.873482, 6x, 0, 0.100000, blur
51, 1, 43.072363, 45.000000, 0.981549, 6x, 0, 0.100000, delay
52, 1, -46.018931, 67.500000, 0.130261, 6x, 0, 0.100000, hrf
52, 2, 57.005765, 67.500000, 0.692441, 6x, 0, 0.100000, hrf
52, 3, 44.970921, 67.500000, 0.498763, 6x, 0, 0.100000, hrf
52, 4, 60.978663, 67.500000, 0.836151, 6x, 0, 0.100000, hrf
52, 5, 69.034414, 67.500000, 0.942819, 6x, 0, 0.100000, hrf
53, 1, 37.063222, 135.000000, 0.124891, 6x, 0, 0.100000, blur
53, 2, -34.052105, 135.000000, 0.735867, 6x, 0, 0.100000, blur
53, 3, -43.023298, 135.000000, 0.883074, 6x, 0, 0.100000, blur
54, 1, -62.979308, 157.500000, 0.276298, 6x, 0, 0.100000, delay
54, 2, 47.088984, 157.500000, 0.126382, 6x, 0, 0.100000, delay
54, 3, -4.093274, 157.500000, 0.512650, 6x, 0, 0.100000, delay
54, 4, -20.075453, 157.500000, 0.983917, 6x, 0, 0.100000, delay
55, 1, -57.105643, 112.500000, 0.649773, 6x, 0, 0.100000, delay
55, 2, -35.102881, 112.500000, 0.431280, 6x, 0, 0.100000, delay
55, 3, -48.084440, 112.500000, 0.511463, 6x, 0, 0.100000, delay
55, 4, -57.085843, 112.500000, 0.680201, 6x, 0, 0.100000, delay
55, 5, -63.225051, 112.500000, 0.965276, 6x, 0, 0.100000, delay
56, 1, -69.071631, 90.000000, 0.596406, 6x, 0, 0.100000, blur
56, 2, -61.156847, 90.000000, 0.463964, 6x, 0, 0.100000, blur
56, 3, -94.227604, 90.000000, 0.862689, 6x, 0, 0.100000, blur
57, 1, -35.969385, 112.500000, 0.485789, 6x, 0, 0.100000, hrf
57, 2, -53.055113, 112.500000, 0.561674, 6x, 0, 0.100000, hrf
57, 3, -76.214306, 112.500000, 0.719613, 6x, 0, 0.100000, hrf
57, 4, -85.240967, 112.500000, 0.542194, 6x, 0, 0.100000, hrf
57, 5, -68.314420, 112.500000, 0.980973, 6x, 0, 0.100000, hrf
58, 1, 34.994530, 67.500000, 0.404941, 6x, 0, 0.100000, delay
58, 2, -7.099723, 67.500000, 0.120702, 6x, 0, 0.100000, delay
58, 3, 97.004414, 67.500000, 0.472651, 6x, 0, 0.100000, delay
58, 4, 70.940217, 67.500000, 0.968784, 6x, 0, 0.100000, delay
59, 1, 99.097046, 22.500000, 0.137830, 6x, 0, 0.100000, blur
59, 2, 174.173824, 22.500000, 0.478817, 6x, 0, 0.100000, blur
59, 3, 204.319218, 22.500000, 0.896138, 6x, 0, 0.100000, blur
60, 1, -44.049537, 22.500000, 0.130540, 6x, 0, 0.100000, hrf
60, 2, 23.962940, 22.500000, 0.971000, 6x, 0, 0.100000, hrf
61, 1, 96.075249, 22.500000, 0.120648, 6x, 0, 0.100000, delay
61, 2, -6.839342, 22.500000, 0.494132, 6x, 0, 0.100000, delay
61, 3, -49.816745, 22.500000, 0.124740, 6x, 0, 0.100000, delay
61, 4, 18.257110, 22.500000, 0.965772, 6x, 0, 0.100000, delay
62, 1, 37.923618, 157.500000, 0.181487, 6x, 0, 0.100000, blur
62, 2, -44.197065, 157.500000, 0.527046, 6x, 0, 0.100000, blur
62, 3, -74.165842, 157.500000, 0.245007, 6x, 0, 0.100000, blur
62, 4, -44.246327, 157.500000, 0.495066, 6x, 0, 0.100000, blur
62, 5, -37.255451, 157.500000, 0.556542, 6x, 0, 0.100000, blur
62, 6, -31.247194, 157.500000, 0.679926, 6x, 0, 0.100000, blur
62, 7, -25.217192, 157.500000, 0.735082, 6x, 0, 0.100000, blur
62, 8, -19.286523, 157.500000, 0.870472, 6x, 0, 0.100000, blur
63, 1, -88.211109, 135.000000, 0.255114, 6x, 0, 0.100000, hrf
63, 2, -129.363116, 135.000000, 0.077172, 6x, 0, 0.100000, hrf
63, 3, -42.421689, 135.000000, 0.930582, 6x, 0, 0.100000, hrf
