target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, -123.214484, 45.000000, 0.684601, 6x, 1, 0.100000, delay
1, 2, -134.305808, 45.000000, 0.989646, 6x, 1, 0.100000, delay
2, 1, -130.237099, 45.000000, 0.959104, 6x, 1, 0.100000, hrf
3, 1, 126.138926, 157.500000, 0.363901, 6x, 1, 0.100000, blur
3, 2, 156.304391, 157.500000, 0.890768, 6x, 1, 0.100000, blur
4, 1, -31.991753, 157.500000, 0.846226, 6x, 0, 0.100000, delay
4, 2, -33.988912, 157.500000, 0.673530, 6x, 0, 0.100000, delay
4, 3, -44.882010, 157.500000, 0.500713, 6x, 0, 0.100000, delay
4, 4, -11.843823, 157.500000, 0.775173, 6x, 0, 0.100000, delay
4, 5, -7.782250, 157.500000, 0.561162, 6x, 0, 0.100000, delay
4, 6, -27.846693, 157.500000, 0.961483, 6x, 0, 0.100000, delay
5, 1, -88.981984, 135.000000, 0.260795, 6x, 0, 0.100000, blur
5, 2, -186.088714, 135.000000, 0.299217, 6x, 0, 0.100000, blur
5, 3, -153.062345, 135.000000, 0.136288, 6x, 0, 0.100000, blur
5, 4, -242.181261, 135.000000, 0.569166, 6x, 0, 0.100000, blur
5, 5, -223.093793, 135.000000, 0.845462, 6x, 0, 0.100000, blur
5, 6, -182.115966, 135.000000, 0.283692, 6x, 0, 0.100000, blur
5, 7, -255.209855, 135.000000, 0.452503, 6x, 0, 0.100000, blur
5, 8, -225.183304, 135.000000, 0.949728, 6x, 0, 0.100000, blur
6, 1, -61.085948, 90.000000, 0.465838, 6x, 0, 0.100000, hrf
6, 2, -45.985828, 90.000000, 0.255116, 6x, 0, 0.100000, hrf
6, 3, -104.173285, 90.000000, 0.634640, 6x, 0, 0.100000, hrf
6, 4, -110.061204, 90.000000, 0.503293, 6x, 0, 0.100000, hrf
6, 5, -84.033732, 90.000000, 0.876012, 6x, 0, 0.100000, hrf
7, 1, 59.069599, 157.500000, 0.100146, 6x, 0, 0.100000, hrf
7, 2, -19.953137, 157.500000, 0.950271, 6x, 0, 0.100000, hrf
8, 1, 144.091659, 90.000000, 0.213528, 6x, 0, 0.100000, delay
8, 2, 176.123301, 90.000000, 0.066356, 6x, 0, 0.100000, delay
8, 3, 53.067668, 90.000000, 0.306925, 6x, 0, 0.100000, delay
8, 4, 39.047954, 90.000000, 0.243275, 6x, 0, 0.100000, delay
8, 5, 84.127577, 90.000000, 0.963772, 6x, 0, 0.100000, delay
9, 1, -23.011979, 112.500000, 0.257464, 6x, 0, 0.100000, blur
9, 2, -41.169867, 112.500000, 0.507042, 6x, 0, 0.100000, blur
9, 3, -48.254135, 112.500000, 0.514063, 6x, 0, 0.100000, blur
9, 4, -43.202076, 112.500000, 0.502341, 6x, 0, 0.100000, blur
9, 5, -48.171876, 112.500000, 0.538927, 6x, 0, 0.100000, blur
9, 6, -55.190442, 112.500000, 0.541201, 6x, 0, 0.100000, blur
9, 7, -65.197044, 112.500000, 0.855153, 6x, 0, 0.100000, blur
10, 1, -37.925187, 67.500000, 0.116532, 6x, 0, 0.100000, hrf
10, 2, 41.165111, 67.500000, 0.494094, 6x, 0, 0.100000, hrf
10, 3, 27.313532, 67.500000, 0.264880, 6x, 0, 0.100000, hrf
