target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, 50.141786, 45.000000, 0.878819, 6x, 1, 0.100000, hrf
2, 1, -125.219537, 22.500000, 0.418019, 6x, 1, 0.100000, blur
2, 2, -162.139789, 22.500000, 0.840335, 6x, 1, 0.100000, blur
2, 3, -165.131551, 22.500000, 0.673843, 6x, 1, 0.100000, blur
2, 4, -157.079175, 22.500000, 0.896741, 6x, 1, 0.100000, blur
3, 1, 22.987442, 22.500000, 0.989599, 6x, 1, 0.100000, delay
4, 1, 77.129531, 90.000000, 0.737990, 6x, 0, 0.100000, hrf
4, 2, 84.142988, 90.000000, 0.905055, 6x, 0, 0.100000, hrf
5, 1, 86.095483, 90.000000, 0.877621, 6x, 0, 0.100000, blur
6, 1, 136.084801, 45.000000, 0.063872, 6x, 0, 0.100000, delay
6, 2, 39.962082, 45.000000, 0.942583, 6x, 0, 0.100000, delay
7, 1, -98.076828, 135.000000, 0.248490, 6x, 0, 0.100000, blur
7, 2, -166.171694, 135.000000, 0.226700, 6x, 0, 0.100000, blur
7, 3, -217.233129, 135.000000, 0.839621, 6x, 0, 0.100000, blur
7, 4, -221.236430, 135.000000, 0.860288, 6x, 0, 0.100000, blur
8, 1, -134.153705, 90.000000, 0.251466, 6x, 0, 0.100000, delay
8, 2, -87.105525, 90.000000, 0.988716, 6x, 0, 0.100000, delay
9, 1, -89.007739, 157.500000, 0.127571, 6x, 0, 0.100000, hrf
9, 2, -182.198444, 157.500000, 0.516500, 6x, 0, 0.100000, hrf
9, 3, -216.227415, 157.500000, 0.540064, 6x, 0, 0.100000, hrf
9, 4, -234.347024, 157.500000, 0.407829, 6x, 0, 0.100000, hrf
9, 5, -145.307200, 157.500000, 0.221568, 6x, 0, 0.100000, hrf
9, 6, 34.746829, 157.500000, 0.168954, 6x, 0, 0.100000, hrf
9, 7, -63.624933, 157.500000, 0.294229, 6x, 0, 0.100000, hrf
9, 8, -82.680321, 157.500000, 0.160314, 6x, 0, 0.100000, hrf
9, 9, -18.649434, 157.500000, 0.934130, 6x, 0, 0.100000, hrf
10, 1, -129.274653, 135.000000, 0.088602, 6x, 0, 0.100000, hrf
10, 2, -230.341334, 135.000000, 0.937895, 6x, 0, 0.100000, hrf
11, 1, -53.088632, 157.500000, 0.441273, 6x, 0, 0.100000, blur
11, 2, -93.103289, 157.500000, 0.139863, 6x, 0, 0.100000, blur
11, 3, -5.039581, 157.500000, 0.551507, 6x, 0, 0.100000, blur
11, 4, 15.038711, 157.500000, 0.335294, 6x, 0, 0.100000, blur
11, 5, -29.894669, 157.500000, 0.814712, 6x, 0, 0.100000, blur
11, 6, -37.991699, 157.500000, 0.546951, 6x, 0, 0.100000, blur
11, 7, -21.995066, 157.500000, 0.896785, 6x, 0, 0.100000, blur
12, 1, -76.114025, 112.500000, 0.861861, 6x, 0, 0.100000, delay
13, 1, -42.013535, 67.500000, 0.127595, 6x, 0, 0.100000, hrf
13, 2, 58.131984, 67.500000, 0.759068, 6x, 0, 0.100000, hrf
13, 3, 46.123709, 67.500000, 0.517052, 6x, 0, 0.100000, hrf
13, 4, 72.142636, 67.500000, 0.866421, 6x, 0, 0.100000, hrf
14, 1, -47.036732, 112.500000, 0.521749, 6x, 0, 0.100000, blur
14, 2, -82.038924, 112.500000, 0.563075, 6x, 0, 0.100000, blur
14, 3, -69.033349, 112.500000, 0.870706, 6x, 0, 0.100000, blur
15, 1, -126.097112, 157.500000, 0.116383, 6x, 0, 0.100000, delay
15, 2, -34.963258, 157.500000, 0.633476, 6x, 0, 0.100000, delay
15, 3, -51.011783, 157.500000, 0.495890, 6x, 0, 0.100000, delay
15, 4, -24.892063, 157.500000, 0.976929, 6x, 0, 0.100000, delay
16, 1, 134.111325, 45.000000, 0.082512, 6x, 0, 0.100000, blur
