target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, -146.154662, 22.500000, 0.725145, 6x, 1, 0.100000, hrf
1, 2, -156.178551, 22.500000, 0.964556, 6x, 1, 0.100000, hrf
2, 1, -21.031718, 157.500000, 0.933208, 6x, 1, 0.100000, blur
3, 1, 66.068080, 67.500000, 0.982309, 6x, 1, 0.100000, delay
4, 1, -36.043773, 90.000000, 0.229715, 6x, 0, 0.100000, delay
4, 2, -117.135735, 90.000000, 0.489862, 6x, 0, 0.100000, delay
4, 3, -154.179487, 90.000000, 0.129374, 6x, 0, 0.100000, delay
4, 4, -92.109097, 90.000000, 0.989691, 6x, 0, 0.100000, delay
5, 1, 108.119137, 135.000000, 0.516656, 6x, 0, 0.100000, blur
5, 2, 126.126229, 135.000000, 0.768897, 6x, 0, 0.100000, blur
5, 3, 129.120144, 135.000000, 0.824363, 6x, 0, 0.100000, blur
5, 4, 132.132511, 135.000000, 0.895399, 6x, 0, 0.100000, blur
6, 1, -30.033573, 45.000000, 0.118121, 6x, 0, 0.100000, hrf
6, 2, -91.098142, 45.000000, 0.251723, 6x, 0, 0.100000, hrf
6, 3, -65.070700, 45.000000, 0.126853, 6x, 0, 0.100000, hrf
6, 4, 46.056941, 45.000000, 0.975963, 6x, 0, 0.100000, hrf
7, 1, -12.029011, 112.500000, 0.187189, 6x, 0, 0.100000, delay
7, 2, -56.072180, 112.500000, 0.650996, 6x, 0, 0.100000, delay
7, 3, -69.092400, 112.500000, 0.978535, 6x, 0, 0.100000, delay
8, 1, 37.039221, 67.500000, 0.442876, 6x, 0, 0.100000, blur
8, 2, 58.058273, 67.500000, 0.725041, 6x, 0, 0.100000, blur
8, 3, 64.056591, 67.500000, 0.721411, 6x, 0, 0.100000, blur
8, 4, 56.047335, 67.500000, 0.629143, 6x, 0, 0.100000, blur
8, 5, 73.068441, 67.500000, 0.807227, 6x, 0, 0.100000, blur
8, 6, 78.075289, 67.500000, 0.627521, 6x, 0, 0.100000, blur
8, 7, 71.069877, 67.500000, 0.817564, 6x, 0, 0.100000, blur
8, 8, 68.065134, 67.500000, 0.929021, 6x, 0, 0.100000, blur
9, 1, 32.032666, 90.000000, 0.171214, 6x, 0, 0.100000, hrf
9, 2, 80.084214, 90.000000, 0.826345, 6x, 0, 0.100000, hrf
9, 3, 82.089200, 90.000000, 0.950299, 6x, 0, 0.100000, hrf
10, 1, -30.038187, 22.500000, 0.231920, 6x, 0, 0.100000, blur
10, 2, -56.067365, 22.500000, 0.142105, 6x, 0, 0.100000, blur
10, 3, 61.053649, 22.500000, 0.313278, 6x, 0, 0.100000, blur
10, 4, 120.116277, 22.500000, 0.102235, 6x, 0, 0.100000, blur
10, 5, 34.004532, 22.500000, 0.719888, 6x, 0, 0.100000, blur
10, 6, 26.015737, 22.500000, 0.837433, 6x, 0, 0.100000, blur
10, 7, 23.028100, 22.500000, 0.852482, 6x, 0, 0.100000, blur
11, 1, 0.000000, 45.000000, 0.251139, 6x, 0, 0.100000, delay
11, 2, -45.045841, 45.000000, 0.063307, 6x, 0, 0.100000, delay
11, 3, 47.064079, 45.000000, 0.981498, 6x, 0, 0.100000, delay
12, 1, 0.000000, 67.500000, 0.128438, 6x, 0, 0.100000, hrf
12, 2, -57.071556, 67.500000, 0.210392, 6x, 0, 0.100000, hrf
12, 3, -135.156292, 67.500000, 0.502842, 6x, 0, 0.100000, hrf
12, 4, -90.111486, 67.500000, 0.502600, 6x, 0, 0.100000, hrf
12, 5, -113.134665, 67.500000, 0.960474, 6x, 0, 0.100000, hrf
13, 1, -49.058609, 112.500000, 0.487085, 6x, 0, 0.100000, blur
13, 2, -69.082015, 112.500000, 0.802614, 6x, 0, 0.100000, blur
13, 3, -72.086295, 112.500000, 0.838368, 6x, 0, 0.100000, blur
13, 4, -81.101950, 112.500000, 0.528140, 6x, 0, 0.100000, blur
13, 5, -72.093111, 112.500000, 0.747941, 6x, 0, 0.100000, blur
13, 6, -68.092153, 112.500000, 0.811273, 6x, 0, 0.100000, blur
13, 7, -66.090197, 112.500000, 0.822421, 6x, 0, 0.100000, blur
13, 8, -63.089304, 112.500000, 0.761481, 6x, 0, 0.100000, blur
13, 9, -72.103089, 112.500000, 0.770267, 6x, 0, 0.100000, blur
13, 10, -69.102044, 112.500000, 0.846858, 6x, 0, 0.100000, blur
13, 11, -67.099780, 112.500000, 0.873580, 6x, 0, 0.100000, blur
14, 1, 0.000000, 22.500000, 0.499884, 6x, 0, 0.100000, delay
14, 2, -17.018850, 22.500000, 0.270222, 6x, 0, 0.100000, delay
14, 3, 29.037154, 22.500000, 0.945326, 6x, 0, 0.100000, delay
15, 1, -27.032035, 135.000000, 0.553959, 6x, 0, 0.100000, hrf
15, 2, -42.050571, 135.000000, 0.904682, 6x, 0, 0.100000, hrf
16, 1, -133.149052, 135.000000, 0.065723, 6x, 0, 0.100000, delay
16, 2, -38.049322, 135.000000, 0.882957, 6x, 0, 0.100000, delay
17, 1, -34.045225, 90.000000, 0.200141, 6x, 0, 0.100000, blur
17, 2, -144.163047, 90.000000, 0.207133, 6x, 0, 0.100000, blur
