target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, -22.086407, 157.500000, 0.988678, 6x, 1, 0.100000, delay
2, 1, -89.133983, 90.000000, 0.964346, 6x, 1, 0.100000, hrf
3, 1, -92.139716, 90.000000, 0.940690, 6x, 1, 0.100000, blur
4, 1, 0.000000, 157.500000, 0.481274, 6x, 0, 0.100000, blur
4, 2, 21.126107, 157.500000, 0.289343, 6x, 0, 0.100000, blur
4, 3, -32.862139, 157.500000, 0.752961, 6x, 0, 0.100000, blur
4, 4, -40.946905, 157.500000, 0.588269, 6x, 0, 0.100000, blur
4, 5, -34.040953, 157.500000, 0.661202, 6x, 0, 0.100000, blur
4, 6, -27.936982, 157.500000, 0.726267, 6x, 0, 0.100000, blur
4, 7, -22.845672, 157.500000, 0.955050, 6x, 0, 0.100000, blur
5, 1, 0.000000, 112.500000, 0.125578, 6x, 0, 0.100000, delay
5, 2, -85.231997, 112.500000, 0.506570, 6x, 0, 0.100000, delay
5, 3, -99.213691, 112.500000, 0.474763, 6x, 0, 0.100000, delay
5, 4, -68.186570, 112.500000, 0.987960, 6x, 0, 0.100000, delay
6, 1, 0.000000, 112.500000, 0.126127, 6x, 0, 0.100000, hrf
6, 2, -88.252053, 112.500000, 0.517645, 6x, 0, 0.100000, hrf
6, 3, -61.217521, 112.500000, 0.779622, 6x, 0, 0.100000, hrf
6, 4, -55.293376, 112.500000, 0.655288, 6x, 0, 0.100000, hrf
6, 5, -66.182242, 112.500000, 0.864793, 6x, 0, 0.100000, hrf
7, 1, 0.000000, 45.000000, 0.251979, 6x, 0, 0.100000, hrf
7, 2, -89.041107, 45.000000, 0.251462, 6x, 0, 0.100000, hrf
7, 3, -55.945982, 45.000000, 0.108974, 6x, 0, 0.100000, hrf
7, 4, -26.916524, 45.000000, 0.139934, 6x, 0, 0.100000, hrf
7, 5, -12.858848, 45.000000, 0.179316, 6x, 0, 0.100000, hrf
7, 6, 32.239358, 45.000000, 0.640122, 6x, 0, 0.100000, hrf
7, 7, 39.270482, 45.000000, 0.935071, 6x, 0, 0.100000, hrf
8, 1, 0.000000, 135.000000, 0.268442, 6x, 0, 0.100000, blur
8, 2, -35.064489, 135.000000, 0.683738, 6x, 0, 0.100000, blur
8, 3, -47.149857, 135.000000, 0.884845, 6x, 0, 0.100000, blur
9, 1, 0.000000, 22.500000, 0.500642, 6x, 0, 0.100000, delay
9, 2, -10.069784, 22.500000, 0.401181, 6x, 0, 0.100000, delay
9, 3, 16.895827, 22.500000, 0.918589, 6x, 0, 0.100000, delay
10, 1, 0.000000, 90.000000, 0.063454, 6x, 0, 0.100000, delay
10, 2, -32.030202, 90.000000, 0.182214, 6x, 0, 0.100000, delay
10, 3, 45.048922, 90.000000, 0.251583, 6x, 0, 0.100000, delay
10, 4, 29.003658, 90.000000, 0.141285, 6x, 0, 0.100000, delay
10, 5, 36.019699, 90.000000, 0.233176, 6x, 0, 0.100000, delay
10, 6, 91.990440, 90.000000, 0.990576, 6x, 0, 0.100000, delay
11, 1, -6.109296, 67.500000, 0.125413, 6x, 0, 0.100000, hrf
11, 2, -92.148030, 67.500000, 0.504551, 6x, 0, 0.100000, hrf
11, 3, -77.128329, 67.500000, 0.416959, 6x, 0, 0.100000, hrf
11, 4, -112.228156, 67.500000, 0.988112, 6x, 0, 0.100000, hrf
12, 1, 0.000000, 67.500000, 0.132632, 6x, 0, 0.100000, blur
12, 2, -89.104889, 67.500000, 0.495987, 6x, 0, 0.100000, blur
12, 3, -118.177802, 67.500000, 0.813769, 6x, 0, 0.100000, blur
12, 4, -125.317348, 67.500000, 0.593240, 6x, 0, 0.100000, blur
12, 5, -110.246923, 67.500000, 0.861396, 6x, 0, 0.100000, blur
13, 1, 0.000000, 135.000000, 0.250810, 6x, 0, 0.100000, delay
13, 2, -89.034602, 135.000000, 0.251402, 6x, 0, 0.100000, delay
13, 3, -47.995159, 135.000000, 0.983254, 6x, 0, 0.100000, delay
14, 1, 0.000000, 135.000000, 0.253089, 6x, 0, 0.100000, hrf
14, 2, 0.000000, 135.000000, 0.252343, 6x, 0, 0.100000, hrf
14, 3, -92.233111, 135.000000, 0.255063, 6x, 0, 0.100000, hrf
14, 4, -128.350713, 135.000000, 0.086513, 6x, 0, 0.100000, hrf
14, 5, -53.262730, 135.000000, 0.873926, 6x, 0, 0.100000, hrf
15, 1, 0.000000, 22.500000, 0.493901, 6x, 0, 0.100000, blur
15, 2, 29.073089, 22.500000, 0.706675, 6x, 0, 0.100000, blur
15, 3, 47.196268, 22.500000, 0.502362, 6x, 0, 0.100000, blur
15, 4, 33.264164, 22.500000, 0.608947, 6x, 0, 0.100000, blur
15, 5, 19.331318, 22.500000, 0.799973, 6x, 0, 0.100000, blur
15, 6, 15.307954, 22.500000, 0.617242, 6x, 0, 0.100000, blur
15, 7, 23.360607, 22.500000, 0.812856, 6x, 0, 0.100000, blur
15, 8, 26.302363, 22.500000, 0.874154, 6x, 0, 0.100000, blur
16, 1, 0.000000, 45.000000, 0.255065, 6x, 0, 0.100000, blur
16, 2, -92.051393, 45.000000, 0.295146, 6x, 0, 0.100000, blur
16, 3, -45.959004, 45.000000, 0.094095, 6x, 0, 0.100000, blur
16, 4, -134.053042, 45.000000, 0.912919, 6x, 0, 0.100000, blur
17, 1, 0.000000, 157.500000, 0.509125, 6x, 0, 0.100000, hrf
17, 2, -40.078717, 157.500000, 0.553330, 6x, 0, 0.100000, hrf
17, 3, -90.177902, 157.500000, 0.130124, 6x, 0, 0.100000, hrf
17, 4, 10.931561, 157.500000, 0.400133, 6x, 0, 0.100000, hrf
17, 5, -12.127392, 157.500000, 0.743374, 6x, 0, 0.100000, hrf
17, 6, -21.140343, 157.500000, 0.984349, 6x, 0, 0.100000, hrf
18, 1, 0.000000, 45.000000, 0.250190, 6x, 0, 0.100000, delay
18, 2, -87.999703, 45.000000, 0.250027, 6x, 0, 0.100000, delay
18, 3, -39.916744, 45.000000, 0.067628, 6x, 0, 0.100000, delay
18, 4, 35.217663, 45.000000, 0.834718, 6x, 0, 0.100000, delay
18, 5, 38.319474, 45.000000, 0.901451, 6x, 0, 0.100000, delay
19, 1, 0.000000, 22.500000, 0.499219, 6x, 0, 0.100000, hrf
19, 2, -35.037771, 22.500000, 0.191124, 6x, 0, 0.100000, hrf
19, 3, 38.076119, 22.500000, 0.569373, 6x, 0, 0.100000, hrf
19, 4, 86.261323, 22.500000, 0.137551, 6x, 0, 0.100000, hrf
19, 5, 21.261491, 22.500000, 0.956377, 6x, 0, 0.100000, hrf
20, 1, 0.000000, 67.500000, 0.125282, 6x, 0, 0.100000, delay
20, 2, -49.057187, 67.500000, 0.130354, 6x, 0, 0.100000, delay
20, 3, 50.136164, 67.500000, 0.517603, 6x, 0, 0.100000, delay
20, 4, 91.184107, 67.500000, 0.499924, 6x, 0, 0.100000, delay
20, 5, 78.155773, 67.500000, 0.669985, 6x, 0, 0.100000, delay
20, 6, 70.115952, 67.500000, 0.966651, 6x, 0, 0.100000, delay
21, 1, 0.000000, 112.500000, 0.148383, 6x, 0, 0.100000, blur
21, 2, -85.066887, 112.500000, 0.500973, 6x, 0, 0.100000, blur
21, 3, -117.106599, 112.500000, 0.263368, 6x, 0, 0.100000, blur
21, 4, -74.107095, 112.500000, 0.754344, 6x, 0, 0.100000, blur
21, 5, -70.130731, 112.500000, 0.919164, 6x, 0, 0.100000, blur
22, 1, 0.000000, 112.500000, 0.128776, 6x, 0, 0.100000, hrf
22, 2, -92.103721, 112.500000, 0.500896, 6x, 0, 0.100000, hrf
22, 3, -66.998196, 112.500000, 0.947011, 6x, 0, 0.100000, hrf
23, 1, 0.000000, 67.500000, 0.143552, 6x, 0, 0.100000, blur
23, 2, -90.120930, 67.500000, 0.496641, 6x, 0, 0.100000, blur
23, 3, -69.090272, 67.500000, 0.288686, 6x, 0, 0.100000, blur
23, 4, -123.252040, 67.500000, 0.699952, 6x, 0, 0.100000, blur
23, 5, -135.155089, 67.500000, 0.508933, 6x, 0, 0.100000, blur
23, 6, -119.163979, 67.500000, 0.807784, 6x, 0, 0.100000, blur
23, 7, -114.036615, 67.500000, 0.814348, 6x, 0, 0.100000, blur
23, 8, -109.932079, 67.500000, 0.733942, 6x, 0, 0.100000, blur
23, 9, -114.897203, 67.500000, 0.808156, 6x, 0, 0.100000, blur
23, 10, -120.937201, 67.500000, 0.691602, 6x, 0, 0.100000, blur
23, 11, -116.962824, 67.500000, 0.865653, 6x, 0, 0.100000, blur
24, 1, 0.000000, 135.000000, 0.251373, 6x, 0, 0.100000, delay
24, 2, -89.045060, 135.000000, 0.252520, 6x, 0, 0.100000, delay
24, 3, -43.096093, 135.000000, 0.990770, 6x, 0, 0.100000, delay
25, 1, 0.000000, 135.000000, 0.253704, 6x, 0, 0.100000, hrf
25, 2, -89.094360, 135.000000, 0.259359, 6x, 0, 0.100000, hrf
25, 3, -43.915312, 135.000000, 0.935927, 6x, 0, 0.100000, hrf
