target_num, trial_num, angle, target_angle, score, feedback_timing, visible_bool, noise_std, impulse_response
1, 1, 131.174086, 135.000000, 0.977589, 6x, 1, 0.100000, delay
2, 1, -89.160548, 90.000000, 0.985335, 6x, 1, 0.100000, hrf
3, 1, -67.118942, 112.500000, 0.922424, 6x, 1, 0.100000, blur
4, 1, 51.001961, 45.000000, 0.741012, 6x, 0, 0.100000, blur
4, 2, 66.004355, 45.000000, 0.495598, 6x, 0, 0.100000, blur
4, 3, 41.111319, 45.000000, 0.755828, 6x, 0, 0.100000, blur
4, 4, 46.130220, 45.000000, 0.898642, 6x, 0, 0.100000, blur
5, 1, 89.069118, 135.000000, 0.268432, 6x, 0, 0.100000, hrf
5, 2, 124.063990, 135.000000, 0.704867, 6x, 0, 0.100000, hrf
5, 3, 136.137857, 135.000000, 0.960141, 6x, 0, 0.100000, hrf
6, 1, 44.072835, 45.000000, 0.991272, 6x, 0, 0.100000, delay
7, 1, -1.081093, 90.000000, 0.084575, 6x, 0, 0.100000, blur
7, 2, -48.920418, 90.000000, 0.292489, 6x, 0, 0.100000, blur
7, 3, -128.073768, 90.000000, 0.314862, 6x, 0, 0.100000, blur
7, 4, -90.025142, 90.000000, 0.949571, 6x, 0, 0.100000, blur
8, 1, -38.039697, 157.500000, 0.569675, 6x, 0, 0.100000, hrf
8, 2, -58.920567, 157.500000, 0.396095, 6x, 0, 0.100000, hrf
8, 3, -10.936546, 157.500000, 0.672121, 6x, 0, 0.100000, hrf
8, 4, -19.889767, 157.500000, 0.930467, 6x, 0, 0.100000, hrf
9, 1, -74.179490, 157.500000, 0.235234, 6x, 0, 0.100000, delay
9, 2, -121.023680, 157.500000, 0.083967, 6x, 0, 0.100000, delay
9, 3, -3.908728, 157.500000, 0.506749, 6x, 0, 0.100000, delay
9, 4, 34.092732, 157.500000, 0.199101, 6x, 0, 0.100000, delay
9, 5, -38.032263, 157.500000, 0.556380, 6x, 0, 0.100000, delay
9, 6, -52.215422, 157.500000, 0.483378, 6x, 0, 0.100000, delay
9, 7, -14.234151, 157.500000, 0.826110, 6x, 0, 0.100000, delay
9, 8, -10.227594, 157.500000, 0.680345, 6x, 0, 0.100000, delay
9, 9, -18.078924, 157.500000, 0.975368, 6x, 0, 0.100000, delay
10, 1, 88.105332, 67.500000, 0.499550, 6x, 0, 0.100000, hrf
10, 2, 51.069082, 67.500000, 0.550765, 6x, 0, 0.100000, hrf
10, 3, 61.984940, 67.500000, 0.903603, 6x, 0, 0.100000, hrf
11, 1, -48.031552, 22.500000, 0.126079, 6x, 0, 0.100000, delay
11, 2, -115.253301, 22.500000, 0.255863, 6x, 0, 0.100000, delay
11, 3, -236.391918, 22.500000, 0.111683, 6x, 0, 0.100000, delay
11, 4, -316.474932, 22.500000, 0.503695, 6x, 0, 0.100000, delay
11, 5, -339.440579, 22.500000, 0.982119, 6x, 0, 0.100000, delay
12, 1, -57.097844, 135.000000, 0.623218, 6x, 0, 0.100000, blur
12, 2, -79.912138, 135.000000, 0.351066, 6x, 0, 0.100000, blur
12, 3, -53.944297, 135.000000, 0.717477, 6x, 0, 0.100000, blur
12, 4, -43.064176, 135.000000, 0.882891, 6x, 0, 0.100000, blur
13, 1, 58.130229, 112.500000, 0.218883, 6x, 0, 0.100000, hrf
13, 2, 105.264385, 112.500000, 0.841784, 6x, 0, 0.100000, hrf
13, 3, 108.367438, 112.500000, 0.923324, 6x, 0, 0.100000, hrf
14, 1, 84.043635, 22.500000, 0.190384, 6x, 0, 0.100000, blur
14, 2, 135.125070, 22.500000, 0.142674, 6x, 0, 0.100000, blur
14, 3, 23.890485, 22.500000, 0.904620, 6x, 0, 0.100000, blur
15, 1, -72.148714, 67.500000, 0.266085, 6x, 0, 0.100000, delay
15, 2, -115.200022, 67.500000, 0.974789, 6x, 0, 0.100000, delay
16, 1, 67.999360, 112.500000, 0.253350, 6x, 0, 0.100000, delay
16, 2, 128.089670, 112.500000, 0.553157, 6x, 0, 0.100000, delay
16, 3, 113.867002, 112.500000, 0.978582, 6x, 0, 0.100000, delay
17, 1, 89.003383, 67.500000, 0.501742, 6x, 0, 0.100000, blur
17, 2, 115.066092, 67.500000, 0.254792, 6x, 0, 0.100000, blur
17, 3, 53.006544, 67.500000, 0.562996, 6x, 0, 0.100000, blur
17, 4, 75.013087, 67.500000, 0.765634, 6x, 0, 0.100000, blur
17, 5, 81.998548, 67.500000, 0.554046, 6x, 0, 0.100000, blur
17, 6, 66.740809, 67.500000, 0.904758, 6x, 0, 0.100000, blur
18, 1, 61.089418, 22.500000, 0.316705, 6x, 0, 0.100000, hrf
18, 2, 88.114775, 22.500000, 0.130825, 6x, 0, 0.100000, hrf
18, 3, 26.207134, 22.500000, 0.899470, 6x, 0, 0.100000, hrf
19, 1, 39.955479, 45.000000, 0.855352, 6x, 0, 0.100000, hrf
20, 1, 27.084174, 90.000000, 0.133842, 6x, 0, 0.100000, delay
20, 2, -29.982681, 90.000000, 0.148027, 6x, 0, 0.100000, delay
20, 3, 106.227425, 90.000000, 0.558459, 6x, 0, 0.100000, delay
20, 4, 126.289724, 90.000000, 0.294013, 6x, 0, 0.100000, delay
20, 5, 87.261474, 90.000000, 0.985654, 6x, 0, 0.100000, delay
21, 1, -53.949850, 157.500000, 0.483730, 6x, 0, 0.100000, blur
21, 2, -37.001149, 157.500000, 0.661565, 6x, 0, 0.100000, blur
21, 3, -45.936251, 157.500000, 0.510416, 6x, 0, 0.100000, blur
21, 4, -9.831416, 157.500000, 0.604044, 6x, 0, 0.100000, blur
21, 5, -16.843454, 157.500000, 0.720368, 6x, 0, 0.100000, blur
