trial_num, tr_num, angle, target_angle, score, impulse_response, visible_bool, noise_std
1, 1, 18.865517, 135.000000, 0.135741, impulse, 1, 0.100000
1, 2, 101.904514, 135.000000, 0.333339, impulse, 1, 0.100000
1, 3, 136.661916, 135.000000, 0.993268, impulse, 1, 0.100000
1, 4, 136.793848, 135.000000, 0.990603, impulse, 1, 0.100000
1, 5, 136.793848, 135.000000, 0.987228, impulse, 1, 0.100000
2, 1, 0.000000, 90.000000, 0.063081, impulse, 1, 0.100000
2, 2, -23.731159, 90.000000, 0.126226, impulse, 1, 0.100000
2, 3, -54.112494, 90.000000, 0.290273, impulse, 1, 0.100000
2, 4, -58.299788, 90.000000, 0.395756, impulse, 1, 0.100000
2, 5, -91.767424, 90.000000, 0.985930, impulse, 1, 0.100000
2, 6, -89.408328, 90.000000, 0.988184, impulse, 1, 0.100000
2, 7, -89.408328, 90.000000, 0.994133, impulse, 1, 0.100000
3, 1, 21.636398, 45.000000, 0.499516, impulse, 1, 0.100000
3, 2, 44.642726, 45.000000, 0.989110, impulse, 1, 0.100000
3, 3, 46.838370, 45.000000, 0.981831, impulse, 1, 0.100000
3, 4, 47.542536, 45.000000, 0.967627, impulse, 1, 0.100000
4, 1, -15.754852, 135.000000, 0.474469, impulse, 0, 0.100000
4, 2, -54.310308, 135.000000, 0.782081, impulse, 0, 0.100000
4, 3, -58.054771, 135.000000, 0.678215, impulse, 0, 0.100000
4, 4, -61.325280, 135.000000, 0.648629, impulse, 0, 0.100000
4, 5, -57.450826, 135.000000, 0.710571, impulse, 0, 0.100000
4, 6, -49.465639, 135.000000, 0.969275, impulse, 0, 0.100000
4, 7, -46.051724, 135.000000, 0.990751, impulse, 0, 0.100000
5, 1, -12.877198, 112.500000, 0.206253, impulse, 0, 0.100000
5, 2, -39.026789, 112.500000, 0.487336, impulse, 0, 0.100000
5, 3, -46.046523, 112.500000, 0.501818, impulse, 0, 0.100000
5, 4, -49.959456, 112.500000, 0.510785, impulse, 0, 0.100000
5, 5, -57.636723, 112.500000, 0.886485, impulse, 0, 0.100000
5, 6, -68.031408, 112.500000, 0.975418, impulse, 0, 0.100000
5, 7, -68.713183, 112.500000, 0.982146, impulse, 0, 0.100000
6, 1, -9.858862, 157.500000, 0.635300, impulse, 0, 0.100000
6, 2, -40.289889, 157.500000, 0.519656, impulse, 0, 0.100000
6, 3, -41.345919, 157.500000, 0.514138, impulse, 0, 0.100000
6, 4, -38.940535, 157.500000, 0.572832, impulse, 0, 0.100000
6, 5, -35.700307, 157.500000, 0.620842, impulse, 0, 0.100000
6, 6, -28.409331, 157.500000, 0.933347, impulse, 0, 0.100000
6, 7, -25.165394, 157.500000, 0.979997, impulse, 0, 0.100000
6, 8, -25.165394, 157.500000, 0.987802, impulse, 0, 0.100000
7, 1, 17.116883, 45.000000, 0.464391, impulse, 0, 0.100000
7, 2, 35.844398, 45.000000, 0.864927, impulse, 0, 0.100000
7, 3, 39.174433, 45.000000, 0.951931, impulse, 0, 0.100000
7, 4, 39.174433, 45.000000, 0.935223, impulse, 0, 0.100000
8, 1, 23.547068, 90.000000, 0.128291, impulse, 0, 0.100000
8, 2, 49.356161, 90.000000, 0.253080, impulse, 0, 0.100000
8, 3, 55.583924, 90.000000, 0.323110, impulse, 0, 0.100000
8, 4, 65.087824, 90.000000, 0.499089, impulse, 0, 0.100000
8, 5, 83.448539, 90.000000, 0.962924, impulse, 0, 0.100000
8, 6, 87.482496, 90.000000, 0.988227, impulse, 0, 0.100000
8, 7, 87.482496, 90.000000, 0.986286, impulse, 0, 0.100000
9, 1, 9.513602, 22.500000, 0.607402, impulse, 0, 0.100000
9, 2, 42.820268, 22.500000, 0.500742, impulse, 0, 0.100000
9, 3, 45.013302, 22.500000, 0.500381, impulse, 0, 0.100000
9, 4, 43.815776, 22.500000, 0.502611, impulse, 0, 0.100000
9, 5, 51.098459, 22.500000, 0.479880, impulse, 0, 0.100000
9, 6, 58.560658, 22.500000, 0.316838, impulse, 0, 0.100000
9, 7, 50.441640, 22.500000, 0.491475, impulse, 0, 0.100000
9, 8, 32.759202, 22.500000, 0.783284, impulse, 0, 0.100000
9, 9, 26.799348, 22.500000, 0.972714, impulse, 0, 0.100000
9, 10, 26.799348, 22.500000, 0.961263, impulse, 0, 0.100000
10, 1, 0.000000, 67.500000, 0.125474, impulse, 0, 0.100000
10, 2, -4.997990, 67.500000, 0.124952, impulse, 0, 0.100000
10, 3, -15.763192, 67.500000, 0.070595, impulse, 0, 0.100000
10, 4, 4.065517, 67.500000, 0.128754, impulse, 0, 0.100000
10, 5, 65.066345, 67.500000, 0.983013, impulse, 0, 0.100000
10, 6, 68.350130, 67.500000, 0.982584, impulse, 0, 0.100000
10, 7, 68.350130, 67.500000, 0.983855, impulse, 0, 0.100000
11, 1, 0.000000, 90.000000, 0.063598, impulse, 0, 0.100000
11, 2, 0.000000, 90.000000, 0.062883, impulse, 0, 0.100000
11, 3, 19.023616, 90.000000, 0.125169, impulse, 0, 0.100000
11, 4, 54.880446, 90.000000, 0.347323, impulse, 0, 0.100000
11, 5, 87.977413, 90.000000, 0.991308, impulse, 0, 0.100000
11, 6, 104.900794, 90.000000, 0.654203, impulse, 0, 0.100000
11, 7, 104.882012, 90.000000, 0.615248, impulse, 0, 0.100000
11, 8, 94.127842, 90.000000, 0.984948, impulse, 0, 0.100000
11, 9, 92.859781, 90.000000, 0.990376, impulse, 0, 0.100000
12, 1, 0.000000, 45.000000, 0.250545, impulse, 0, 0.100000
12, 2, -6.916192, 45.000000, 0.226629, impulse, 0, 0.100000
12, 3, -14.103966, 45.000000, 0.150467, impulse, 0, 0.100000
12, 4, -2.971930, 45.000000, 0.249012, impulse, 0, 0.100000
12, 5, 28.114239, 45.000000, 0.535413, impulse, 0, 0.100000
12, 6, 30.611728, 45.000000, 0.588581, impulse, 0, 0.100000
12, 7, 39.467906, 45.000000, 0.914843, impulse, 0, 0.100000
12, 8, 43.242077, 45.000000, 0.966383, impulse, 0, 0.100000
12, 9, 43.242077, 45.000000, 0.988267, impulse, 0, 0.100000
13, 1, 2.578515, 135.000000, 0.252667, impulse, 0, 0.100000
13, 2, 41.269267, 135.000000, 0.066146, impulse, 0, 0.100000
13, 3, 32.476179, 135.000000, 0.100121, impulse, 0, 0.100000
13, 4, -8.013465, 135.000000, 0.332938, impulse, 0, 0.100000
13, 5, -8.013465, 135.000000, 0.290032, impulse, 0, 0.100000
13, 6, -5.160204, 135.000000, 0.255750, impulse, 0, 0.100000
13, 7, -4.321084, 135.000000, 0.256178, impulse, 0, 0.100000
13, 8, -25.212443, 135.000000, 0.507609, impulse, 0, 0.100000
13, 9, -32.696792, 135.000000, 0.686192, impulse, 0, 0.100000
13, 10, -42.374586, 135.000000, 0.978629, impulse, 0, 0.100000
13, 11, -42.374586, 135.000000, 0.988314, impulse, 0, 0.100000
14, 1, 0.000000, 22.500000, 0.502345, impulse, 0, 0.100000
14, 2, 0.000000, 22.500000, 0.501244, impulse, 0, 0.100000
14, 3, -10.775662, 22.500000, 0.460055, impulse, 0, 0.100000
14, 4, 1.710556, 22.500000, 0.501250, impulse, 0, 0.100000
14, 5, 18.955541, 22.500000, 0.970242, impulse, 0, 0.100000
14, 6, 18.955541, 22.500000, 0.985981, impulse, 0, 0.100000
14, 7, 18.955541, 22.500000, 0.970510, impulse, 0, 0.100000
15, 1, 0.000000, 112.500000, 0.125364, impulse, 0, 0.100000
