trs_to_target, target_angle, impulse_response, visible_bool, noise_std
6, 90.000000, impulse, 1, 0.100000
5, 135.000000, impulse, 1, 0.100000
6, 45.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 0, 0.100000
9, 22.500000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
9, 112.500000, impulse, 0, 0.100000
9, 135.000000, impulse, 0, 0.100000
8, 157.500000, impulse, 0, 0.100000
9, 67.500000, impulse, 0, 0.100000
5, 67.500000, impulse, 0, 0.100000
4, 45.000000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
8, 112.500000, impulse, 0, 0.100000
6, 22.500000, impulse, 0, 0.100000
5, 135.000000, impulse, 0, 0.100000
3, 157.500000, impulse, 0, 0.100000
6, 45.000000, hrf, 1, 0.100000
8, 135.000000, hrf, 1, 0.100000
14, 90.000000, hrf, 1, 0.100000
23, 157.500000, hrf, 0, 0.100000
25, 45.000000, hrf, 0, 0.100000
11, 67.500000, hrf, 0, 0.100000
31, 112.500000, hrf, 0, 0.100000
12, 135.000000, hrf, 0, 0.100000
13, 90.000000, hrf, 0, 0.100000
26, 22.500000, hrf, 0, 0.100000
24, 90.000000, hrf, 0, 0.100000
30, 22.500000, hrf, 0, 0.100000
9, 135.000000, hrf, 0, 0.100000
27, 45.000000, hrf, 0, 0.100000
15, 67.500000, hrf, 0, 0.100000
25, 157.500000, hrf, 0, 0.100000
18, 112.500000, hrf, 0, 0.100000
42, 45.000000, delay, 1, 0.100000
23, 90.000000, delay, 1, 0.100000
7, 135.000000, delay, 1, 0.100000
25, 157.500000, delay, 0, 0.100000
20, 112.500000, delay, 0, 0.100000
17, 67.500000, delay, 0, 0.100000
6, 22.500000, delay, 0, 0.100000
18, 45.000000, delay, 0, 0.100000
14, 90.000000, delay, 0, 0.100000
21, 135.000000, delay, 0, 0.100000
11, 67.500000, delay, 0, 0.100000
16, 90.000000, delay, 0, 0.100000
6, 22.500000, delay, 0, 0.100000
16, 112.500000, delay, 0, 0.100000
21, 45.000000, delay, 0, 0.100000
17, 135.000000, delay, 0, 0.100000
6, 157.500000, delay, 0, 0.100000
17, 45.000000, blur, 1, 0.100000
19, 135.000000, blur, 1, 0.100000
22, 90.000000, blur, 1, 0.100000
15, 90.000000, blur, 0, 0.100000
16, 67.500000, blur, 0, 0.100000
12, 112.500000, blur, 0, 0.100000
4, 22.500000, blur, 0, 0.100000
15, 135.000000, blur, 0, 0.100000
12, 157.500000, blur, 0, 0.100000
8, 45.000000, blur, 0, 0.100000
17, 135.000000, blur, 0, 0.100000
13, 157.500000, blur, 0, 0.100000
14, 67.500000, blur, 0, 0.100000
12, 90.000000, blur, 0, 0.100000
5, 22.500000, blur, 0, 0.100000
15, 45.000000, blur, 0, 0.100000
10, 112.500000, blur, 0, 0.100000
