trial_num, tr_num, angle, target_angle, score, impulse_response, visible_bool, noise_std
1, 1, 20.960113, 90.000000, 0.124146, impulse, 1, 0.100000
1, 2, 83.893283, 90.000000, 0.956659, impulse, 1, 0.100000
1, 3, 90.092936, 90.000000, 0.993340, impulse, 1, 0.100000
1, 4, 90.824294, 90.000000, 0.996127, impulse, 1, 0.100000
2, 1, 4.922811, 45.000000, 0.259469, impulse, 1, 0.100000
2, 2, 43.304792, 45.000000, 0.989220, impulse, 1, 0.100000
2, 3, 45.040656, 45.000000, 0.990779, impulse, 1, 0.100000
2, 4, 45.040656, 45.000000, 0.988903, impulse, 1, 0.100000
3, 1, -7.833007, 135.000000, 0.304820, impulse, 1, 0.100000
3, 2, -18.290214, 135.000000, 0.493660, impulse, 1, 0.100000
3, 3, -31.028463, 135.000000, 0.616668, impulse, 1, 0.100000
3, 4, -68.802909, 135.000000, 0.499890, impulse, 1, 0.100000
3, 5, -66.929962, 135.000000, 0.501636, impulse, 1, 0.100000
3, 6, -57.926360, 135.000000, 0.706836, impulse, 1, 0.100000
3, 7, -57.005460, 135.000000, 0.752722, impulse, 1, 0.100000
3, 8, -54.920299, 135.000000, 0.780358, impulse, 1, 0.100000
3, 9, -62.426107, 135.000000, 0.546465, impulse, 1, 0.100000
3, 10, -62.995520, 135.000000, 0.517374, impulse, 1, 0.100000
3, 11, -66.875501, 135.000000, 0.504801, impulse, 1, 0.100000
3, 12, -69.002161, 135.000000, 0.496721, impulse, 1, 0.100000
3, 13, -65.863027, 135.000000, 0.510432, impulse, 1, 0.100000
3, 14, -61.464196, 135.000000, 0.630978, impulse, 1, 0.100000
3, 15, -59.526393, 135.000000, 0.592290, impulse, 1, 0.100000
3, 16, -56.221980, 135.000000, 0.822560, impulse, 1, 0.100000
3, 17, -56.221980, 135.000000, 0.761939, impulse, 1, 0.100000
3, 18, -54.782233, 135.000000, 0.867060, impulse, 1, 0.100000
3, 19, -52.466211, 135.000000, 0.942895, impulse, 1, 0.100000
4, 1, -1.078499, 67.500000, 0.125894, impulse, 0, 0.100000
