trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 135.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
5, 90.000000, impulse, 1, 0.100000
10, 135.000000, impulse, 0, 0.100000
12, 67.500000, impulse, 0, 0.100000
13, 22.500000, impulse, 0, 0.100000
8, 45.000000, impulse, 0, 0.100000
8, 157.500000, impulse, 0, 0.100000
14, 112.500000, impulse, 0, 0.100000
9, 90.000000, impulse, 0, 0.100000
6, 112.500000, impulse, 0, 0.100000
8, 45.000000, impulse, 0, 0.100000
10, 67.500000, impulse, 0, 0.100000
6, 22.500000, impulse, 0, 0.100000
4, 157.500000, impulse, 0, 0.100000
6, 135.000000, impulse, 0, 0.100000
15, 90.000000, impulse, 0, 0.100000
8, 45.000000, delay, 1, 0.100000
7, 90.000000, delay, 1, 0.100000
7, 135.000000, delay, 1, 0.100000
40, 112.500000, delay, 0, 0.100000
14, 22.500000, delay, 0, 0.100000
81, 45.000000, delay, 0, 0.100000
25, 67.500000, delay, 0, 0.100000
31, 90.000000, delay, 0, 0.100000
37, 135.000000, delay, 0, 0.100000
27, 157.500000, delay, 0, 0.100000
21, 22.500000, delay, 0, 0.100000
38, 157.500000, delay, 0, 0.100000
26, 112.500000, delay, 0, 0.100000
24, 45.000000, delay, 0, 0.100000
48, 67.500000, delay, 0, 0.100000
40, 90.000000, delay, 0, 0.100000
37, 135.000000, delay, 0, 0.100000
33, 135.000000, blur, 1, 0.100000
36, 90.000000, blur, 1, 0.100000
17, 45.000000, blur, 1, 0.100000
18, 157.500000, blur, 0, 0.100000
11, 22.500000, blur, 0, 0.100000
26, 90.000000, blur, 0, 0.100000
36, 45.000000, blur, 0, 0.100000
22, 112.500000, blur, 0, 0.100000
70, 67.500000, blur, 0, 0.100000
19, 135.000000, blur, 0, 0.100000
53, 112.500000, blur, 0, 0.100000
23, 45.000000, blur, 0, 0.100000
17, 22.500000, blur, 0, 0.100000
31, 67.500000, blur, 0, 0.100000
12, 90.000000, blur, 0, 0.100000
20, 135.000000, blur, 0, 0.100000
14, 157.500000, blur, 0, 0.100000
62, 135.000000, hrf, 1, 0.100000
34, 45.000000, hrf, 1, 0.100000
13, 90.000000, hrf, 1, 0.100000
16, 157.500000, hrf, 0, 0.100000
11, 90.000000, hrf, 0, 0.100000
18, 67.500000, hrf, 0, 0.100000
16, 22.500000, hrf, 0, 0.100000
16, 135.000000, hrf, 0, 0.100000
31, 112.500000, hrf, 0, 0.100000
19, 45.000000, hrf, 0, 0.100000
12, 90.000000, hrf, 0, 0.100000
26, 67.500000, hrf, 0, 0.100000
14, 135.000000, hrf, 0, 0.100000
18, 45.000000, hrf, 0, 0.100000
16, 157.500000, hrf, 0, 0.100000
26, 112.500000, hrf, 0, 0.100000
14, 22.500000, hrf, 0, 0.100000
