trs_to_target, target_angle, impulse_response, visible_bool, noise_std
5, 90.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
5, 135.000000, impulse, 1, 0.100000
20, 135.000000, impulse, 0, 0.100000
9, 22.500000, impulse, 0, 0.100000
12, 67.500000, impulse, 0, 0.100000
15, 90.000000, impulse, 0, 0.100000
6, 45.000000, impulse, 0, 0.100000
15, 112.500000, impulse, 0, 0.100000
4, 157.500000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
4, 157.500000, impulse, 0, 0.100000
9, 45.000000, impulse, 0, 0.100000
4, 22.500000, impulse, 0, 0.100000
8, 67.500000, impulse, 0, 0.100000
10, 112.500000, impulse, 0, 0.100000
7, 45.000000, hrf, 1, 0.100000
6, 90.000000, hrf, 1, 0.100000
7, 135.000000, hrf, 1, 0.100000
13, 157.500000, hrf, 0, 0.100000
23, 45.000000, hrf, 0, 0.100000
22, 67.500000, hrf, 0, 0.100000
21, 112.500000, hrf, 0, 0.100000
22, 135.000000, hrf, 0, 0.100000
5, 22.500000, hrf, 0, 0.100000
30, 90.000000, hrf, 0, 0.100000
14, 135.000000, hrf, 0, 0.100000
19, 67.500000, hrf, 0, 0.100000
22, 157.500000, hrf, 0, 0.100000
32, 112.500000, hrf, 0, 0.100000
25, 90.000000, hrf, 0, 0.100000
13, 45.000000, hrf, 0, 0.100000
8, 22.500000, hrf, 0, 0.100000
7, 45.000000, delay, 1, 0.100000
7, 90.000000, delay, 1, 0.100000
8, 135.000000, delay, 1, 0.100000
7, 22.500000, delay, 0, 0.100000
6, 157.500000, delay, 0, 0.100000
14, 45.000000, delay, 0, 0.100000
32, 135.000000, delay, 0, 0.100000
37, 90.000000, delay, 0, 0.100000
20, 67.500000, delay, 0, 0.100000
28, 112.500000, delay, 0, 0.100000
29, 112.500000, delay, 0, 0.100000
22, 45.000000, delay, 0, 0.100000
7, 157.500000, delay, 0, 0.100000
34, 90.000000, delay, 0, 0.100000
9, 22.500000, delay, 0, 0.100000
19, 67.500000, delay, 0, 0.100000
25, 135.000000, delay, 0, 0.100000
3, 90.000000, blur, 1, 0.100000
8, 45.000000, blur, 1, 0.100000
7, 135.000000, blur, 1, 0.100000
25, 90.000000, blur, 0, 0.100000
13, 45.000000, blur, 0, 0.100000
22, 157.500000, blur, 0, 0.100000
12, 135.000000, blur, 0, 0.100000
17, 22.500000, blur, 0, 0.100000
25, 112.500000, blur, 0, 0.100000
28, 67.500000, blur, 0, 0.100000
20, 67.500000, blur, 0, 0.100000
14, 135.000000, blur, 0, 0.100000
16, 45.000000, blur, 0, 0.100000
19, 112.500000, blur, 0, 0.100000
11, 157.500000, blur, 0, 0.100000
8, 22.500000, blur, 0, 0.100000
20, 90.000000, blur, 0, 0.100000
