trs_to_target, target_angle, impulse_response, visible_bool, noise_std
5, 90.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
9, 135.000000, impulse, 1, 0.100000
23, 67.500000, impulse, 0, 0.100000
9, 90.000000, impulse, 0, 0.100000
10, 45.000000, impulse, 0, 0.100000
6, 22.500000, impulse, 0, 0.100000
26, 135.000000, impulse, 0, 0.100000
8, 112.500000, impulse, 0, 0.100000
12, 157.500000, impulse, 0, 0.100000
8, 67.500000, impulse, 0, 0.100000
7, 22.500000, impulse, 0, 0.100000
7, 45.000000, impulse, 0, 0.100000
16, 135.000000, impulse, 0, 0.100000
5, 112.500000, impulse, 0, 0.100000
5, 90.000000, impulse, 0, 0.100000
5, 157.500000, impulse, 0, 0.100000
6, 135.000000, delay, 1, 0.100000
8, 90.000000, delay, 1, 0.100000
8, 45.000000, delay, 1, 0.100000
55, 45.000000, delay, 0, 0.100000
43, 112.500000, delay, 0, 0.100000
11, 22.500000, delay, 0, 0.100000
9, 135.000000, delay, 0, 0.100000
28, 67.500000, delay, 0, 0.100000
35, 90.000000, delay, 0, 0.100000
18, 157.500000, delay, 0, 0.100000
6, 22.500000, delay, 0, 0.100000
22, 112.500000, delay, 0, 0.100000
42, 45.000000, delay, 0, 0.100000
7, 135.000000, delay, 0, 0.100000
53, 67.500000, delay, 0, 0.100000
6, 157.500000, delay, 0, 0.100000
29, 90.000000, delay, 0, 0.100000
6, 90.000000, hrf, 1, 0.100000
7, 135.000000, hrf, 1, 0.100000
6, 45.000000, hrf, 1, 0.100000
19, 90.000000, hrf, 0, 0.100000
23, 157.500000, hrf, 0, 0.100000
13, 45.000000, hrf, 0, 0.100000
29, 67.500000, hrf, 0, 0.100000
8, 135.000000, hrf, 0, 0.100000
14, 22.500000, hrf, 0, 0.100000
24, 112.500000, hrf, 0, 0.100000
26, 112.500000, hrf, 0, 0.100000
15, 45.000000, hrf, 0, 0.100000
15, 90.000000, hrf, 0, 0.100000
15, 135.000000, hrf, 0, 0.100000
34, 22.500000, hrf, 0, 0.100000
19, 157.500000, hrf, 0, 0.100000
30, 67.500000, hrf, 0, 0.100000
6, 135.000000, blur, 1, 0.100000
6, 90.000000, blur, 1, 0.100000
5, 45.000000, blur, 1, 0.100000
8, 45.000000, blur, 0, 0.100000
19, 67.500000, blur, 0, 0.100000
15, 90.000000, blur, 0, 0.100000
4, 22.500000, blur, 0, 0.100000
27, 157.500000, blur, 0, 0.100000
19, 112.500000, blur, 0, 0.100000
20, 135.000000, blur, 0, 0.100000
25, 90.000000, blur, 0, 0.100000
26, 67.500000, blur, 0, 0.100000
6, 45.000000, blur, 0, 0.100000
15, 135.000000, blur, 0, 0.100000
9, 112.500000, blur, 0, 0.100000
22, 22.500000, blur, 0, 0.100000
13, 157.500000, blur, 0, 0.100000
