trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 135.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
4, 90.000000, impulse, 1, 0.100000
15, 45.000000, impulse, 0, 0.100000
5, 157.500000, impulse, 0, 0.100000
7, 112.500000, impulse, 0, 0.100000
9, 22.500000, impulse, 0, 0.100000
7, 67.500000, impulse, 0, 0.100000
9, 135.000000, impulse, 0, 0.100000
9, 90.000000, impulse, 0, 0.100000
12, 67.500000, impulse, 0, 0.100000
6, 45.000000, impulse, 0, 0.100000
8, 90.000000, impulse, 0, 0.100000
5, 135.000000, impulse, 0, 0.100000
9, 112.500000, impulse, 0, 0.100000
9, 22.500000, impulse, 0, 0.100000
4, 157.500000, impulse, 0, 0.100000
6, 90.000000, hrf, 1, 0.100000
7, 135.000000, hrf, 1, 0.100000
7, 45.000000, hrf, 1, 0.100000
37, 22.500000, hrf, 0, 0.100000
31, 112.500000, hrf, 0, 0.100000
21, 67.500000, hrf, 0, 0.100000
26, 157.500000, hrf, 0, 0.100000
23, 135.000000, hrf, 0, 0.100000
24, 45.000000, hrf, 0, 0.100000
29, 90.000000, hrf, 0, 0.100000
23, 67.500000, hrf, 0, 0.100000
14, 90.000000, hrf, 0, 0.100000
10, 112.500000, hrf, 0, 0.100000
27, 135.000000, hrf, 0, 0.100000
17, 45.000000, hrf, 0, 0.100000
19, 22.500000, hrf, 0, 0.100000
14, 157.500000, hrf, 0, 0.100000
5, 135.000000, blur, 1, 0.100000
5, 45.000000, blur, 1, 0.100000
6, 90.000000, blur, 1, 0.100000
18, 22.500000, blur, 0, 0.100000
47, 67.500000, blur, 0, 0.100000
12, 90.000000, blur, 0, 0.100000
18, 112.500000, blur, 0, 0.100000
41, 45.000000, blur, 0, 0.100000
10, 135.000000, blur, 0, 0.100000
13, 157.500000, blur, 0, 0.100000
31, 135.000000, blur, 0, 0.100000
38, 67.500000, blur, 0, 0.100000
24, 112.500000, blur, 0, 0.100000
21, 22.500000, blur, 0, 0.100000
19, 157.500000, blur, 0, 0.100000
50, 45.000000, blur, 0, 0.100000
12, 90.000000, blur, 0, 0.100000
8, 45.000000, delay, 1, 0.100000
7, 135.000000, delay, 1, 0.100000
8, 90.000000, delay, 1, 0.100000
18, 90.000000, delay, 0, 0.100000
18, 67.500000, delay, 0, 0.100000
47, 112.500000, delay, 0, 0.100000
12, 135.000000, delay, 0, 0.100000
24, 22.500000, delay, 0, 0.100000
24, 45.000000, delay, 0, 0.100000
27, 157.500000, delay, 0, 0.100000
8, 157.500000, delay, 0, 0.100000
31, 67.500000, delay, 0, 0.100000
12, 112.500000, delay, 0, 0.100000
15, 45.000000, delay, 0, 0.100000
13, 90.000000, delay, 0, 0.100000
32, 22.500000, delay, 0, 0.100000
8, 135.000000, delay, 0, 0.100000
