trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 135.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
5, 90.000000, impulse, 1, 0.100000
17, 67.500000, impulse, 0, 0.100000
21, 22.500000, impulse, 0, 0.100000
15, 90.000000, impulse, 0, 0.100000
8, 112.500000, impulse, 0, 0.100000
14, 45.000000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
7, 157.500000, impulse, 0, 0.100000
11, 45.000000, impulse, 0, 0.100000
15, 22.500000, impulse, 0, 0.100000
15, 157.500000, impulse, 0, 0.100000
7, 112.500000, impulse, 0, 0.100000
16, 67.500000, impulse, 0, 0.100000
9, 135.000000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
7, 45.000000, blur, 1, 0.100000
7, 90.000000, blur, 1, 0.100000
6, 135.000000, blur, 1, 0.100000
17, 112.500000, blur, 0, 0.100000
23, 67.500000, blur, 0, 0.100000
7, 135.000000, blur, 0, 0.100000
6, 90.000000, blur, 0, 0.100000
13, 22.500000, blur, 0, 0.100000
5, 157.500000, blur, 0, 0.100000
20, 45.000000, blur, 0, 0.100000
10, 90.000000, blur, 0, 0.100000
22, 135.000000, blur, 0, 0.100000
23, 67.500000, blur, 0, 0.100000
18, 157.500000, blur, 0, 0.100000
33, 45.000000, blur, 0, 0.100000
30, 112.500000, blur, 0, 0.100000
21, 22.500000, blur, 0, 0.100000
7, 90.000000, delay, 1, 0.100000
8, 45.000000, delay, 1, 0.100000
7, 135.000000, delay, 1, 0.100000
32, 67.500000, delay, 0, 0.100000
7, 112.500000, delay, 0, 0.100000
36, 90.000000, delay, 0, 0.100000
30, 157.500000, delay, 0, 0.100000
19, 22.500000, delay, 0, 0.100000
9, 135.000000, delay, 0, 0.100000
19, 45.000000, delay, 0, 0.100000
7, 135.000000, delay, 0, 0.100000
26, 112.500000, delay, 0, 0.100000
7, 157.500000, delay, 0, 0.100000
25, 45.000000, delay, 0, 0.100000
24, 90.000000, delay, 0, 0.100000
17, 22.500000, delay, 0, 0.100000
26, 67.500000, delay, 0, 0.100000
5, 135.000000, hrf, 1, 0.100000
8, 90.000000, hrf, 1, 0.100000
7, 45.000000, hrf, 1, 0.100000
24, 22.500000, hrf, 0, 0.100000
4, 157.500000, hrf, 0, 0.100000
21, 45.000000, hrf, 0, 0.100000
27, 90.000000, hrf, 0, 0.100000
26, 135.000000, hrf, 0, 0.100000
20, 112.500000, hrf, 0, 0.100000
42, 67.500000, hrf, 0, 0.100000
17, 67.500000, hrf, 0, 0.100000
25, 90.000000, hrf, 0, 0.100000
54, 135.000000, hrf, 0, 0.100000
15, 157.500000, hrf, 0, 0.100000
34, 22.500000, hrf, 0, 0.100000
38, 45.000000, hrf, 0, 0.100000
30, 112.500000, hrf, 0, 0.100000
