trial_num, tr_num, angle, target_angle, score, impulse_response, visible_bool, noise_std
1, 1, -10.805001, 135.000000, 0.339812, impulse, 1, 0.100000
1, 2, -45.018081, 135.000000, 0.996354, impulse, 1, 0.100000
1, 3, -44.479039, 135.000000, 0.994056, impulse, 1, 0.100000
1, 4, -44.263115, 135.000000, 0.993644, impulse, 1, 0.100000
2, 1, -13.659857, 45.000000, 0.155251, impulse, 1, 0.100000
2, 2, 22.900861, 45.000000, 0.504738, impulse, 1, 0.100000
2, 3, 45.040512, 45.000000, 0.985487, impulse, 1, 0.100000
2, 4, 44.409073, 45.000000, 0.989776, impulse, 1, 0.100000
2, 5, 44.409073, 45.000000, 0.987534, impulse, 1, 0.100000
3, 1, -12.728415, 90.000000, 0.107640, impulse, 1, 0.100000
3, 2, -77.391365, 90.000000, 0.655709, impulse, 1, 0.100000
3, 3, -89.468931, 90.000000, 0.995845, impulse, 1, 0.100000
3, 4, -90.114131, 90.000000, 0.993366, impulse, 1, 0.100000
4, 1, 0.000000, 45.000000, 0.251329, impulse, 0, 0.100000
4, 2, -5.255845, 45.000000, 0.241451, impulse, 0, 0.100000
4, 3, -56.136909, 45.000000, 0.085495, impulse, 0, 0.100000
4, 4, -111.096528, 45.000000, 0.494183, impulse, 0, 0.100000
4, 5, -111.103904, 45.000000, 0.490703, impulse, 0, 0.100000
4, 6, -89.816740, 45.000000, 0.250751, impulse, 0, 0.100000
4, 7, -76.472321, 45.000000, 0.161387, impulse, 0, 0.100000
4, 8, -83.932614, 45.000000, 0.249344, impulse, 0, 0.100000
4, 9, -90.575584, 45.000000, 0.250517, impulse, 0, 0.100000
4, 10, -95.213041, 45.000000, 0.260151, impulse, 0, 0.100000
4, 11, -104.509328, 45.000000, 0.463003, impulse, 0, 0.100000
4, 12, -113.909830, 45.000000, 0.504924, impulse, 0, 0.100000
4, 13, -129.211745, 45.000000, 0.895001, impulse, 0, 0.100000
4, 14, -133.760030, 45.000000, 0.981559, impulse, 0, 0.100000
4, 15, -133.760030, 45.000000, 0.987526, impulse, 0, 0.100000
5, 1, 0.000000, 157.500000, 0.500959, impulse, 0, 0.100000
5, 2, -3.256754, 157.500000, 0.505100, impulse, 0, 0.100000
5, 3, -10.879700, 157.500000, 0.647036, impulse, 0, 0.100000
5, 4, -22.345740, 157.500000, 0.991622, impulse, 0, 0.100000
5, 5, -24.895210, 157.500000, 0.975427, impulse, 0, 0.100000
6, 1, 0.000000, 112.500000, 0.126106, impulse, 0, 0.100000
6, 2, -5.600405, 112.500000, 0.137154, impulse, 0, 0.100000
6, 3, -15.846976, 112.500000, 0.241762, impulse, 0, 0.100000
6, 4, -34.083376, 112.500000, 0.396819, impulse, 0, 0.100000
6, 5, -55.607481, 112.500000, 0.667591, impulse, 0, 0.100000
6, 6, -68.684659, 112.500000, 0.987708, impulse, 0, 0.100000
6, 7, -72.362331, 112.500000, 0.954078, impulse, 0, 0.100000
7, 1, 0.000000, 22.500000, 0.500980, impulse, 0, 0.100000
7, 2, -2.432958, 22.500000, 0.498564, impulse, 0, 0.100000
7, 3, -10.525695, 22.500000, 0.375577, impulse, 0, 0.100000
7, 4, -3.781499, 22.500000, 0.493380, impulse, 0, 0.100000
7, 5, 24.049334, 22.500000, 0.984427, impulse, 0, 0.100000
7, 6, 32.874662, 22.500000, 0.809551, impulse, 0, 0.100000
7, 7, 32.874662, 22.500000, 0.730435, impulse, 0, 0.100000
7, 8, 29.569515, 22.500000, 0.932730, impulse, 0, 0.100000
7, 9, 28.324504, 22.500000, 0.944777, impulse, 0, 0.100000
8, 1, 0.000000, 67.500000, 0.125462, impulse, 0, 0.100000
8, 2, -9.426716, 67.500000, 0.112888, impulse, 0, 0.100000
8, 3, -21.730422, 67.500000, 0.064172, impulse, 0, 0.100000
8, 4, -4.366932, 67.500000, 0.123390, impulse, 0, 0.100000
8, 5, 61.892556, 67.500000, 0.943222, impulse, 0, 0.100000
8, 6, 68.361256, 67.500000, 0.980404, impulse, 0, 0.100000
8, 7, 68.361256, 67.500000, 0.980465, impulse, 0, 0.100000
9, 1, 0.000000, 135.000000, 0.250538, impulse, 0, 0.100000
9, 2, 8.650219, 135.000000, 0.224694, impulse, 0, 0.100000
