trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 90.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
4, 135.000000, impulse, 1, 0.100000
5, 22.500000, impulse, 0, 0.100000
18, 112.500000, impulse, 0, 0.100000
10, 90.000000, impulse, 0, 0.100000
5, 135.000000, impulse, 0, 0.100000
10, 45.000000, impulse, 0, 0.100000
11, 67.500000, impulse, 0, 0.100000
6, 157.500000, impulse, 0, 0.100000
10, 112.500000, impulse, 0, 0.100000
3, 22.500000, impulse, 0, 0.100000
12, 157.500000, impulse, 0, 0.100000
5, 45.000000, impulse, 0, 0.100000
16, 135.000000, impulse, 0, 0.100000
9, 90.000000, impulse, 0, 0.100000
8, 67.500000, impulse, 0, 0.100000
5, 135.000000, blur, 1, 0.100000
6, 45.000000, blur, 1, 0.100000
6, 90.000000, blur, 1, 0.100000
19, 112.500000, blur, 0, 0.100000
12, 22.500000, blur, 0, 0.100000
10, 157.500000, blur, 0, 0.100000
21, 90.000000, blur, 0, 0.100000
28, 45.000000, blur, 0, 0.100000
24, 67.500000, blur, 0, 0.100000
21, 135.000000, blur, 0, 0.100000
14, 45.000000, blur, 0, 0.100000
14, 135.000000, blur, 0, 0.100000
11, 22.500000, blur, 0, 0.100000
16, 112.500000, blur, 0, 0.100000
25, 90.000000, blur, 0, 0.100000
14, 157.500000, blur, 0, 0.100000
26, 67.500000, blur, 0, 0.100000
6, 135.000000, hrf, 1, 0.100000
10, 90.000000, hrf, 1, 0.100000
9, 45.000000, hrf, 1, 0.100000
14, 157.500000, hrf, 0, 0.100000
18, 112.500000, hrf, 0, 0.100000
14, 135.000000, hrf, 0, 0.100000
14, 67.500000, hrf, 0, 0.100000
15, 45.000000, hrf, 0, 0.100000
10, 22.500000, hrf, 0, 0.100000
10, 90.000000, hrf, 0, 0.100000
26, 157.500000, hrf, 0, 0.100000
18, 135.000000, hrf, 0, 0.100000
18, 45.000000, hrf, 0, 0.100000
15, 22.500000, hrf, 0, 0.100000
18, 67.500000, hrf, 0, 0.100000
24, 90.000000, hrf, 0, 0.100000
25, 112.500000, hrf, 0, 0.100000
7, 45.000000, delay, 1, 0.100000
18, 90.000000, delay, 1, 0.100000
13, 135.000000, delay, 1, 0.100000
21, 135.000000, delay, 0, 0.100000
12, 22.500000, delay, 0, 0.100000
25, 67.500000, delay, 0, 0.100000
25, 157.500000, delay, 0, 0.100000
25, 90.000000, delay, 0, 0.100000
37, 112.500000, delay, 0, 0.100000
20, 45.000000, delay, 0, 0.100000
12, 22.500000, delay, 0, 0.100000
13, 157.500000, delay, 0, 0.100000
12, 90.000000, delay, 0, 0.100000
14, 135.000000, delay, 0, 0.100000
12, 67.500000, delay, 0, 0.100000
25, 112.500000, delay, 0, 0.100000
36, 45.000000, delay, 0, 0.100000
