trs_to_target, target_angle, impulse_response, visible_bool, noise_std
5, 90.000000, impulse, 1, 0.100000
5, 135.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
13, 67.500000, impulse, 0, 0.100000
14, 22.500000, impulse, 0, 0.100000
10, 112.500000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
14, 157.500000, impulse, 0, 0.100000
15, 45.000000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
5, 135.000000, impulse, 0, 0.100000
8, 67.500000, impulse, 0, 0.100000
5, 22.500000, impulse, 0, 0.100000
8, 90.000000, impulse, 0, 0.100000
6, 112.500000, impulse, 0, 0.100000
15, 157.500000, impulse, 0, 0.100000
4, 45.000000, impulse, 0, 0.100000
6, 135.000000, hrf, 1, 0.100000
6, 90.000000, hrf, 1, 0.100000
5, 45.000000, hrf, 1, 0.100000
39, 22.500000, hrf, 0, 0.100000
11, 112.500000, hrf, 0, 0.100000
44, 135.000000, hrf, 0, 0.100000
21, 67.500000, hrf, 0, 0.100000
22, 90.000000, hrf, 0, 0.100000
4, 157.500000, hrf, 0, 0.100000
39, 45.000000, hrf, 0, 0.100000
12, 22.500000, hrf, 0, 0.100000
21, 135.000000, hrf, 0, 0.100000
6, 157.500000, hrf, 0, 0.100000
58, 67.500000, hrf, 0, 0.100000
11, 45.000000, hrf, 0, 0.100000
22, 112.500000, hrf, 0, 0.100000
21, 90.000000, hrf, 0, 0.100000
26, 135.000000, delay, 1, 0.100000
12, 45.000000, delay, 1, 0.100000
13, 90.000000, delay, 1, 0.100000
18, 112.500000, delay, 0, 0.100000
52, 67.500000, delay, 0, 0.100000
27, 157.500000, delay, 0, 0.100000
56, 90.000000, delay, 0, 0.100000
10, 135.000000, delay, 0, 0.100000
11, 45.000000, delay, 0, 0.100000
62, 22.500000, delay, 0, 0.100000
10, 135.000000, delay, 0, 0.100000
16, 45.000000, delay, 0, 0.100000
9, 157.500000, delay, 0, 0.100000
57, 67.500000, delay, 0, 0.100000
18, 90.000000, delay, 0, 0.100000
53, 22.500000, delay, 0, 0.100000
19, 112.500000, delay, 0, 0.100000
8, 90.000000, blur, 1, 0.100000
6, 135.000000, blur, 1, 0.100000
7, 45.000000, blur, 1, 0.100000
56, 157.500000, blur, 0, 0.100000
43, 67.500000, blur, 0, 0.100000
23, 135.000000, blur, 0, 0.100000
9, 22.500000, blur, 0, 0.100000
12, 90.000000, blur, 0, 0.100000
28, 45.000000, blur, 0, 0.100000
11, 112.500000, blur, 0, 0.100000
25, 22.500000, blur, 0, 0.100000
25, 135.000000, blur, 0, 0.100000
13, 112.500000, blur, 0, 0.100000
72, 67.500000, blur, 0, 0.100000
12, 157.500000, blur, 0, 0.100000
8, 90.000000, blur, 0, 0.100000
40, 45.000000, blur, 0, 0.100000
