trs_to_target, target_angle, impulse_response, visible_bool, noise_std
7, 135.000000, impulse, 1, 0.100000
4, 90.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
13, 67.500000, impulse, 0, 0.100000
7, 112.500000, impulse, 0, 0.100000
4, 22.500000, impulse, 0, 0.100000
10, 135.000000, impulse, 0, 0.100000
7, 45.000000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
6, 157.500000, impulse, 0, 0.100000
6, 67.500000, impulse, 0, 0.100000
7, 45.000000, impulse, 0, 0.100000
11, 90.000000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
6, 112.500000, impulse, 0, 0.100000
5, 157.500000, impulse, 0, 0.100000
11, 22.500000, impulse, 0, 0.100000
7, 135.000000, delay, 1, 0.100000
7, 45.000000, delay, 1, 0.100000
13, 90.000000, delay, 1, 0.100000
18, 22.500000, delay, 0, 0.100000
15, 90.000000, delay, 0, 0.100000
24, 157.500000, delay, 0, 0.100000
13, 45.000000, delay, 0, 0.100000
21, 112.500000, delay, 0, 0.100000
17, 135.000000, delay, 0, 0.100000
29, 67.500000, delay, 0, 0.100000
9, 157.500000, delay, 0, 0.100000
30, 67.500000, delay, 0, 0.100000
26, 90.000000, delay, 0, 0.100000
17, 45.000000, delay, 0, 0.100000
25, 112.500000, delay, 0, 0.100000
8, 22.500000, delay, 0, 0.100000
11, 135.000000, delay, 0, 0.100000
5, 135.000000, blur, 1, 0.100000
7, 45.000000, blur, 1, 0.100000
6, 90.000000, blur, 1, 0.100000
15, 67.500000, blur, 0, 0.100000
20, 157.500000, blur, 0, 0.100000
21, 90.000000, blur, 0, 0.100000
9, 45.000000, blur, 0, 0.100000
18, 22.500000, blur, 0, 0.100000
12, 112.500000, blur, 0, 0.100000
11, 135.000000, blur, 0, 0.100000
16, 112.500000, blur, 0, 0.100000
9, 45.000000, blur, 0, 0.100000
14, 67.500000, blur, 0, 0.100000
18, 90.000000, blur, 0, 0.100000
16, 22.500000, blur, 0, 0.100000
15, 157.500000, blur, 0, 0.100000
12, 135.000000, blur, 0, 0.100000
5, 90.000000, hrf, 1, 0.100000
12, 135.000000, hrf, 1, 0.100000
10, 45.000000, hrf, 1, 0.100000
20, 22.500000, hrf, 0, 0.100000
24, 67.500000, hrf, 0, 0.100000
14, 45.000000, hrf, 0, 0.100000
17, 112.500000, hrf, 0, 0.100000
13, 135.000000, hrf, 0, 0.100000
16, 157.500000, hrf, 0, 0.100000
21, 90.000000, hrf, 0, 0.100000
18, 67.500000, hrf, 0, 0.100000
15, 157.500000, hrf, 0, 0.100000
16, 112.500000, hrf, 0, 0.100000
13, 45.000000, hrf, 0, 0.100000
4, 22.500000, hrf, 0, 0.100000
13, 135.000000, hrf, 0, 0.100000
22, 90.000000, hrf, 0, 0.100000
