trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 90.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
19, 135.000000, impulse, 1, 0.100000
10, 67.500000, impulse, 0, 0.100000
10, 135.000000, impulse, 0, 0.100000
8, 22.500000, impulse, 0, 0.100000
13, 112.500000, impulse, 0, 0.100000
13, 45.000000, impulse, 0, 0.100000
5, 90.000000, impulse, 0, 0.100000
10, 157.500000, impulse, 0, 0.100000
14, 112.500000, impulse, 0, 0.100000
7, 45.000000, impulse, 0, 0.100000
6, 90.000000, impulse, 0, 0.100000
7, 135.000000, impulse, 0, 0.100000
12, 22.500000, impulse, 0, 0.100000
5, 157.500000, impulse, 0, 0.100000
21, 67.500000, impulse, 0, 0.100000
17, 90.000000, blur, 1, 0.100000
21, 45.000000, blur, 1, 0.100000
21, 135.000000, blur, 1, 0.100000
16, 67.500000, blur, 0, 0.100000
10, 45.000000, blur, 0, 0.100000
10, 112.500000, blur, 0, 0.100000
11, 22.500000, blur, 0, 0.100000
11, 157.500000, blur, 0, 0.100000
17, 135.000000, blur, 0, 0.100000
21, 90.000000, blur, 0, 0.100000
23, 67.500000, blur, 0, 0.100000
17, 22.500000, blur, 0, 0.100000
10, 90.000000, blur, 0, 0.100000
41, 135.000000, blur, 0, 0.100000
23, 45.000000, blur, 0, 0.100000
21, 157.500000, blur, 0, 0.100000
24, 112.500000, blur, 0, 0.100000
12, 45.000000, hrf, 1, 0.100000
22, 90.000000, hrf, 1, 0.100000
7, 135.000000, hrf, 1, 0.100000
22, 22.500000, hrf, 0, 0.100000
25, 45.000000, hrf, 0, 0.100000
49, 67.500000, hrf, 0, 0.100000
10, 135.000000, hrf, 0, 0.100000
9, 90.000000, hrf, 0, 0.100000
27, 157.500000, hrf, 0, 0.100000
18, 112.500000, hrf, 0, 0.100000
12, 45.000000, hrf, 0, 0.100000
16, 112.500000, hrf, 0, 0.100000
14, 157.500000, hrf, 0, 0.100000
17, 135.000000, hrf, 0, 0.100000
11, 22.500000, hrf, 0, 0.100000
16, 67.500000, hrf, 0, 0.100000
10, 90.000000, hrf, 0, 0.100000
12, 135.000000, delay, 1, 0.100000
7, 45.000000, delay, 1, 0.100000
7, 90.000000, delay, 1, 0.100000
24, 67.500000, delay, 0, 0.100000
12, 22.500000, delay, 0, 0.100000
12, 157.500000, delay, 0, 0.100000
12, 135.000000, delay, 0, 0.100000
8, 90.000000, delay, 0, 0.100000
23, 112.500000, delay, 0, 0.100000
18, 45.000000, delay, 0, 0.100000
31, 45.000000, delay, 0, 0.100000
24, 67.500000, delay, 0, 0.100000
37, 157.500000, delay, 0, 0.100000
19, 90.000000, delay, 0, 0.100000
21, 112.500000, delay, 0, 0.100000
21, 22.500000, delay, 0, 0.100000
14, 135.000000, delay, 0, 0.100000
