trs_to_target, target_angle, impulse_response, visible_bool, noise_std
5, 90.000000, impulse, 1, 0.100000
4, 135.000000, impulse, 1, 0.100000
4, 45.000000, impulse, 1, 0.100000
20, 22.500000, impulse, 0, 0.100000
8, 45.000000, impulse, 0, 0.100000
10, 90.000000, impulse, 0, 0.100000
10, 67.500000, impulse, 0, 0.100000
8, 112.500000, impulse, 0, 0.100000
4, 157.500000, impulse, 0, 0.100000
5, 135.000000, impulse, 0, 0.100000
6, 22.500000, impulse, 0, 0.100000
6, 135.000000, impulse, 0, 0.100000
9, 112.500000, impulse, 0, 0.100000
14, 157.500000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
8, 45.000000, impulse, 0, 0.100000
11, 67.500000, impulse, 0, 0.100000
6, 45.000000, hrf, 1, 0.100000
6, 90.000000, hrf, 1, 0.100000
8, 135.000000, hrf, 1, 0.100000
23, 157.500000, hrf, 0, 0.100000
23, 67.500000, hrf, 0, 0.100000
18, 90.000000, hrf, 0, 0.100000
28, 135.000000, hrf, 0, 0.100000
15, 45.000000, hrf, 0, 0.100000
90, 112.500000, hrf, 0, 0.100000
28, 22.500000, hrf, 0, 0.100000
36, 22.500000, hrf, 0, 0.100000
70, 135.000000, hrf, 0, 0.100000
39, 67.500000, hrf, 0, 0.100000
32, 45.000000, hrf, 0, 0.100000
8, 157.500000, hrf, 0, 0.100000
135, 112.500000, hrf, 0, 0.100000
59, 90.000000, hrf, 0, 0.100000
9, 90.000000, blur, 1, 0.100000
27, 135.000000, blur, 1, 0.100000
19, 45.000000, blur, 1, 0.100000
83, 112.500000, blur, 0, 0.100000
32, 135.000000, blur, 0, 0.100000
49, 90.000000, blur, 0, 0.100000
38, 67.500000, blur, 0, 0.100000
22, 157.500000, blur, 0, 0.100000
28, 45.000000, blur, 0, 0.100000
42, 22.500000, blur, 0, 0.100000
59, 135.000000, blur, 0, 0.100000
22, 45.000000, blur, 0, 0.100000
6, 22.500000, blur, 0, 0.100000
28, 157.500000, blur, 0, 0.100000
16, 67.500000, blur, 0, 0.100000
47, 90.000000, blur, 0, 0.100000
12, 112.500000, blur, 0, 0.100000
19, 90.000000, delay, 1, 0.100000
8, 45.000000, delay, 1, 0.100000
7, 135.000000, delay, 1, 0.100000
30, 67.500000, delay, 0, 0.100000
25, 112.500000, delay, 0, 0.100000
40, 135.000000, delay, 0, 0.100000
9, 157.500000, delay, 0, 0.100000
36, 45.000000, delay, 0, 0.100000
117, 90.000000, delay, 0, 0.100000
10, 22.500000, delay, 0, 0.100000
7, 135.000000, delay, 0, 0.100000
30, 112.500000, delay, 0, 0.100000
7, 45.000000, delay, 0, 0.100000
153, 22.500000, delay, 0, 0.100000
16, 157.500000, delay, 0, 0.100000
13, 90.000000, delay, 0, 0.100000
25, 67.500000, delay, 0, 0.100000
