trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 135.000000, impulse, 1, 0.100000
4, 90.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
28, 22.500000, impulse, 0, 0.100000
6, 67.500000, impulse, 0, 0.100000
13, 45.000000, impulse, 0, 0.100000
14, 90.000000, impulse, 0, 0.100000
12, 112.500000, impulse, 0, 0.100000
8, 157.500000, impulse, 0, 0.100000
4, 135.000000, impulse, 0, 0.100000
12, 157.500000, impulse, 0, 0.100000
6, 67.500000, impulse, 0, 0.100000
8, 22.500000, impulse, 0, 0.100000
6, 112.500000, impulse, 0, 0.100000
17, 45.000000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
9, 90.000000, impulse, 0, 0.100000
7, 90.000000, delay, 1, 0.100000
8, 135.000000, delay, 1, 0.100000
7, 45.000000, delay, 1, 0.100000
51, 22.500000, delay, 0, 0.100000
33, 90.000000, delay, 0, 0.100000
44, 135.000000, delay, 0, 0.100000
37, 45.000000, delay, 0, 0.100000
67, 157.500000, delay, 0, 0.100000
39, 67.500000, delay, 0, 0.100000
16, 112.500000, delay, 0, 0.100000
24, 22.500000, delay, 0, 0.100000
23, 67.500000, delay, 0, 0.100000
14, 135.000000, delay, 0, 0.100000
15, 157.500000, delay, 0, 0.100000
19, 45.000000, delay, 0, 0.100000
25, 90.000000, delay, 0, 0.100000
19, 112.500000, delay, 0, 0.100000
14, 45.000000, hrf, 1, 0.100000
15, 135.000000, hrf, 1, 0.100000
17, 90.000000, hrf, 1, 0.100000
17, 67.500000, hrf, 0, 0.100000
17, 112.500000, hrf, 0, 0.100000
14, 135.000000, hrf, 0, 0.100000
18, 45.000000, hrf, 0, 0.100000
21, 90.000000, hrf, 0, 0.100000
5, 157.500000, hrf, 0, 0.100000
37, 22.500000, hrf, 0, 0.100000
14, 112.500000, hrf, 0, 0.100000
18, 45.000000, hrf, 0, 0.100000
18, 67.500000, hrf, 0, 0.100000
22, 157.500000, hrf, 0, 0.100000
19, 90.000000, hrf, 0, 0.100000
35, 22.500000, hrf, 0, 0.100000
10, 135.000000, hrf, 0, 0.100000
32, 90.000000, blur, 1, 0.100000
8, 135.000000, blur, 1, 0.100000
18, 45.000000, blur, 1, 0.100000
16, 112.500000, blur, 0, 0.100000
14, 135.000000, blur, 0, 0.100000
30, 45.000000, blur, 0, 0.100000
14, 22.500000, blur, 0, 0.100000
27, 90.000000, blur, 0, 0.100000
23, 67.500000, blur, 0, 0.100000
5, 157.500000, blur, 0, 0.100000
13, 90.000000, blur, 0, 0.100000
23, 22.500000, blur, 0, 0.100000
8, 157.500000, blur, 0, 0.100000
18, 67.500000, blur, 0, 0.100000
12, 112.500000, blur, 0, 0.100000
14, 45.000000, blur, 0, 0.100000
13, 135.000000, blur, 0, 0.100000
