trs_to_target, target_angle, impulse_response, visible_bool, noise_std
4, 135.000000, impulse, 1, 0.100000
5, 45.000000, impulse, 1, 0.100000
7, 90.000000, impulse, 1, 0.100000
8, 157.500000, impulse, 0, 0.100000
9, 45.000000, impulse, 0, 0.100000
10, 67.500000, impulse, 0, 0.100000
8, 135.000000, impulse, 0, 0.100000
5, 112.500000, impulse, 0, 0.100000
7, 22.500000, impulse, 0, 0.100000
5, 90.000000, impulse, 0, 0.100000
8, 112.500000, impulse, 0, 0.100000
7, 67.500000, impulse, 0, 0.100000
6, 45.000000, impulse, 0, 0.100000
7, 90.000000, impulse, 0, 0.100000
3, 22.500000, impulse, 0, 0.100000
4, 135.000000, impulse, 0, 0.100000
7, 157.500000, impulse, 0, 0.100000
9, 135.000000, delay, 1, 0.100000
9, 45.000000, delay, 1, 0.100000
22, 90.000000, delay, 1, 0.100000
39, 135.000000, delay, 0, 0.100000
7, 45.000000, delay, 0, 0.100000
22, 112.500000, delay, 0, 0.100000
20, 90.000000, delay, 0, 0.100000
20, 22.500000, delay, 0, 0.100000
10, 157.500000, delay, 0, 0.100000
15, 67.500000, delay, 0, 0.100000
16, 135.000000, delay, 0, 0.100000
10, 22.500000, delay, 0, 0.100000
18, 45.000000, delay, 0, 0.100000
25, 112.500000, delay, 0, 0.100000
26, 157.500000, delay, 0, 0.100000
13, 67.500000, delay, 0, 0.100000
25, 90.000000, delay, 0, 0.100000
18, 45.000000, hrf, 1, 0.100000
10, 90.000000, hrf, 1, 0.100000
5, 135.000000, hrf, 1, 0.100000
51, 67.500000, hrf, 0, 0.100000
17, 22.500000, hrf, 0, 0.100000
21, 45.000000, hrf, 0, 0.100000
28, 90.000000, hrf, 0, 0.100000
25, 112.500000, hrf, 0, 0.100000
14, 157.500000, hrf, 0, 0.100000
18, 135.000000, hrf, 0, 0.100000
15, 45.000000, hrf, 0, 0.100000
20, 157.500000, hrf, 0, 0.100000
18, 22.500000, hrf, 0, 0.100000
17, 67.500000, hrf, 0, 0.100000
20, 90.000000, hrf, 0, 0.100000
11, 135.000000, hrf, 0, 0.100000
19, 112.500000, hrf, 0, 0.100000
13, 90.000000, blur, 1, 0.100000
7, 45.000000, blur, 1, 0.100000
6, 135.000000, blur, 1, 0.100000
13, 157.500000, blur, 0, 0.100000
23, 90.000000, blur, 0, 0.100000
20, 67.500000, blur, 0, 0.100000
21, 22.500000, blur, 0, 0.100000
10, 45.000000, blur, 0, 0.100000
14, 135.000000, blur, 0, 0.100000
16, 112.500000, blur, 0, 0.100000
5, 135.000000, blur, 0, 0.100000
13, 67.500000, blur, 0, 0.100000
16, 45.000000, blur, 0, 0.100000
18, 90.000000, blur, 0, 0.100000
19, 112.500000, blur, 0, 0.100000
19, 157.500000, blur, 0, 0.100000
16, 22.500000, blur, 0, 0.100000
